Positions,short_name,sofifa_id,Acceleration,SprintSpeed,Pace,Agility,Balance,Vision,Penalties,Stamina,ShotPower,LongShots
Midfielder,I. Louza,242794,56,65,61.0,68,77,76,69,72,66,66
Midfielder,C. Doucouré,242619,68,72,70.0,73,68,76,46,79,59,56
Midfielder,R. Faivre,242577,78,71,74.0,78,72,76,71,71,74,76
Defender,G. Magnani,242392,70,79,75.0,54,52,34,38,61,52,25
Forward,J. Mateta,236461,59,77,69.0,61,51,59,72,65,75,63
Midfielder,S. Lukić,236699,65,63,64.0,65,73,76,66,69,68,64
Defender,F. Medina,236804,72,82,78.0,64,69,57,44,70,27,32
Midfielder,H. Maïga,236817,64,55,59.0,60,69,70,57,90,71,62
Forward,J. Hernández,237034,86,81,83.0,70,77,66,70,74,73,74
Defender,J. Foyth,237221,66,66,66.0,70,67,62,47,72,56,39
Midfielder,J. Willock,237329,74,78,76.0,74,70,69,62,74,73,66
Midfielder,Y. Neyou,237626,63,67,65.0,68,68,75,67,72,64,58
Midfielder,T. Kubo,237681,89,74,81.0,86,83,72,61,76,66,60
Midfielder,N. Domínguez,237819,74,75,75.0,82,80,70,51,88,72,69
Forward,Mama Baldé,237960,89,92,91.0,82,78,66,62,81,79,68
Defender,Nacho Vidal,238305,74,79,77.0,70,66,59,36,68,59,49
Defender,M. Pongračić,238370,64,78,72.0,63,50,54,30,55,40,22
Midfielder,R. Vargas,238581,88,79,83.0,91,90,64,60,78,72,73
Midfielder,Óscar,239335,63,63,63.0,65,71,78,53,55,72,81
Midfielder,F. Onyeka,239529,85,88,87.0,81,81,70,48,90,61,49
Forward,J. Macías,239592,73,73,73.0,65,69,55,75,64,73,68
Midfielder,C. Ekuban,239795,84,88,86.0,70,63,67,63,88,75,67
Midfielder,A. Mac Allister,239837,73,68,70.0,71,72,77,74,68,74,80
Defender,M. Aarons,240060,83,79,81.0,78,79,60,27,86,46,36
Defender,Calero,240289,66,65,65.0,73,67,66,40,74,63,40
Midfielder,Carles Pérez,240654,84,79,81.0,81,82,64,57,66,85,74
Midfielder,O. Skipp,241042,67,58,62.0,58,74,67,54,78,55,45
Forward,Manu Vallejo,241686,75,74,74.0,79,90,69,76,76,78,72
Defender,Martín,241827,69,63,66.0,69,65,51,38,73,47,35
Midfielder,F. Honorat,220876,78,76,77.0,71,68,72,68,67,75,75
Defender,M. Cornet,215798,85,87,86.0,82,78,69,64,91,80,75
Goalkeeper,Jaume,220604,58,58,,60,59,43,25,40,56,12
Midfielder,J. Larsen,193133,80,78,79.0,71,72,70,50,83,69,57
Defender,Kiko Femenía,189860,76,72,74.0,78,82,69,60,77,56,64
Goalkeeper,Ł. Skorupski,189908,51,51,,48,38,32,22,31,41,15
Defender,Balenziaga,190223,74,75,75.0,74,73,62,44,76,61,54
Defender,C. Kabasele,190324,59,74,67.0,52,51,36,53,65,57,44
Defender,N. Clyne,190456,71,67,69.0,74,72,73,46,57,73,67
Goalkeeper,J. Zoet,190778,55,45,,54,42,57,27,40,56,17
Midfielder,J. Guðmundsson,191076,69,65,67.0,68,75,76,70,65,82,73
Midfielder,L. Júnior,191135,88,86,87.0,76,60,66,70,80,79,62
Forward,A. Kokorin,192086,77,79,78.0,83,71,70,67,70,76,73
Midfielder,A. Nyom,192667,77,81,79.0,49,40,74,37,79,74,66
Forward,R. Hamouma,192722,68,67,67.0,75,73,76,70,66,77,76
Midfielder,M. Klich,192955,67,66,66.0,67,73,76,76,87,71,73
Defender,P. Jansson,194201,56,62,59.0,53,29,50,39,71,68,50
Defender,A. Soumaoro,200353,52,60,56.0,53,65,32,40,61,48,42
Defender,Montoya,194644,75,73,74.0,75,75,63,50,78,78,67
Midfielder,F. Kainz,195038,80,66,72.0,86,82,69,72,75,73,76
Forward,S. Verdi,196889,80,80,80.0,81,89,72,76,66,78,74
Forward,J. Ayew,197756,74,78,76.0,79,74,71,74,75,76,73
Midfielder,Juanmi,197891,74,73,73.0,78,76,68,64,65,74,73
Defender,D. Burn,198032,40,55,48.0,33,30,52,48,70,53,29
Midfielder,Dani Rodríguez,198451,79,89,85.0,66,69,76,76,78,72,77
Forward,M. Gabbiadini,198683,68,66,67.0,74,56,72,72,56,82,77
Midfielder,N. Mendy,198861,71,64,67.0,75,87,64,55,70,61,59
Defender,G. Hanley,198904,52,52,52.0,48,51,39,28,50,40,29
Midfielder,Álex Fernández,199247,64,52,57.0,80,72,79,85,78,68,76
Midfielder,Pedro Obiang,200054,60,57,58.0,63,63,69,59,72,74,65
Midfielder,Diego Farías,189485,83,81,82.0,87,85,72,69,58,70,68
Defender,L. Cooper,189456,49,51,50.0,55,61,47,34,72,52,38
Defender,B. Hübner,189433,42,34,38.0,43,46,51,50,34,52,22
Goalkeeper,A. McCarthy,189324,58,56,,35,43,50,41,35,46,14
Midfielder,R. Battaglia,219576,62,64,63.0,58,59,72,57,79,76,77
Midfielder,F. Magnanelli,149185,57,53,55.0,59,64,70,57,60,67,66
Midfielder,M. Noble,152879,44,32,37.0,62,69,78,92,68,74,69
Goalkeeper,J. Leca,153275,50,41,,44,45,27,14,24,57,13
Midfielder,Salva Sevilla,158144,49,39,44.0,47,63,80,73,64,81,79
Defender,D. Rose,169595,71,72,72.0,69,78,68,57,52,67,59
Goalkeeper,D. Randolph,169697,41,44,,50,43,35,30,34,50,14
Midfielder,J. McArthur,171972,55,52,53.0,69,71,73,64,76,65,61
Goalkeeper,F. Forster,172203,26,35,,44,42,48,22,29,48,12
Midfielder,Ó. Trejo,173030,68,73,71.0,91,78,75,73,89,75,72
Defender,J. Tomkins,173546,34,33,33.0,30,44,54,43,34,40,29
Midfielder,M. Schneiderlin,177358,54,49,51.0,64,67,65,55,75,68,56
Midfielder,A. Lallana,180819,70,64,67.0,77,75,80,70,34,72,68
Defender,C. Clark,183129,50,51,51.0,54,50,51,55,61,71,48
Defender,M. Sakho,183285,43,51,47.0,51,54,61,40,53,51,38
Midfielder,F. Delph,183427,65,65,65.0,77,85,70,65,67,81,74
Forward,N. Petersen,183580,53,53,53.0,55,57,60,77,80,79,68
Forward,C. Benteke,184111,51,56,54.0,61,43,69,71,59,81,70
Defender,I. Traoré,184873,41,39,40.0,61,57,52,49,78,45,51
Forward,J. King,185422,77,81,79.0,74,73,71,81,57,77,75
Forward,N. Kalinić,185431,59,67,63.0,69,55,66,70,55,77,60
Goalkeeper,S. Ulreich,186569,41,40,,36,39,42,22,29,47,11
Forward,A. Barnes,186905,59,55,57.0,66,66,70,80,68,82,65
Midfielder,J. Shelvey,189165,48,49,49.0,55,63,80,71,70,85,79
Goalkeeper,E. Berisha,189296,28,28,,33,30,42,22,39,50,15
Midfielder,M. Uth,200318,76,71,73.0,74,68,73,67,75,83,78
Defender,F. Fazio,179847,33,36,35.0,31,35,47,26,63,58,26
Midfielder,J. Schlupp,200759,84,84,84.0,78,76,69,67,78,78,61
Goalkeeper,S. Dimitrievski,211348,35,38,,44,43,51,21,40,54,17
Midfielder,Pere Pons,211706,63,61,62.0,68,66,75,50,79,62,63
Goalkeeper,M. Flekken,211738,28,36,,34,38,35,23,28,56,11
Forward,A. Hahn,211862,70,73,72.0,61,61,71,47,87,81,76
Forward,F. Niederlechner,211899,74,71,72.0,67,66,68,69,82,83,69
Midfielder,D. Kohr,212212,74,80,77.0,66,69,68,47,81,77,68
Midfielder,M. Lemina,212811,69,73,71.0,70,73,72,68,76,80,74
Midfielder,A. Tameze,213242,69,67,68.0,73,70,68,54,79,69,60
Midfielder,L. Abergel,213367,77,68,72.0,76,85,66,42,89,68,49
Defender,P. Dawidowicz,213404,55,68,62.0,63,52,66,44,69,71,45
Midfielder,E. Pulgar,213629,63,63,63.0,74,72,72,79,79,78,70
Midfielder,R. Loftus-Cheek,213666,62,68,65.0,67,65,75,45,68,76,68
Forward,F. Di Francesco,213814,76,81,79.0,79,77,68,69,72,74,70
Defender,Postigo,214639,55,77,67.0,57,51,48,45,59,56,34
Forward,D. Benedetto,215061,75,77,76.0,72,70,71,75,70,78,76
Midfielder,R. Skov,215449,76,79,78.0,76,74,70,74,77,88,82
Defender,N. Maksimović,215466,55,61,58.0,48,58,31,26,72,39,29
Midfielder,Vesga,146947,39,51,46.0,44,36,77,57,77,77,63
Defender,S. Widmer,216158,77,79,78.0,75,67,65,56,88,73,62
Defender,D. Sinkgraven,216380,79,75,77.0,83,78,74,56,74,63,59
Midfielder,Álvaro García,216447,93,92,92.0,88,93,70,55,73,66,63
Forward,Gonçalo Paciência,216452,62,51,56.0,72,74,74,79,72,77,70
Forward,G. Simeone,216816,77,76,76.0,75,73,60,71,67,79,66
Midfielder,M. Simon,216820,91,92,92.0,90,92,69,60,75,73,66
Midfielder,R. Saponara,201046,65,70,68.0,70,74,79,68,58,71,66
Defender,B. Meling,219466,86,82,84.0,87,87,68,39,90,51,53
Midfielder,I. Amadou,211382,59,68,64.0,64,65,65,51,79,75,62
Defender,Danilo,216283,77,69,73.0,84,86,58,42,70,68,67
Goalkeeper,Rubén Blanco,211101,54,52,,52,57,37,22,44,55,15
Midfielder,V. Verre,205531,71,70,70.0,72,75,76,75,72,75,72
Defender,C. Piccini,201939,73,76,75.0,63,61,57,35,72,68,35
Defender,E. Bičakčić,201860,53,65,60.0,54,61,41,36,61,59,45
Defender,K. Hause,210635,54,66,61.0,53,53,56,40,61,70,50
Defender,F. Fernández,201988,45,48,47.0,48,46,47,42,62,30,29
Forward,G. Caprari,202848,89,80,84.0,91,89,72,54,65,73,71
Midfielder,S. Dallas,203570,73,75,74.0,73,69,74,57,92,68,72
Forward,S. Bahoken,203736,76,78,77.0,74,72,55,61,72,76,71
Goalkeeper,L. Karius,203775,55,54,,51,43,50,19,36,56,16
Defender,K. Günter,204451,65,65,65.0,65,69,59,37,62,50,31
Defender,B. Sarr,204472,77,70,73.0,74,75,73,68,88,78,70
Midfielder,J. Akpa Akpro,205343,78,82,80.0,79,78,71,56,84,72,69
Midfielder,J. Boëtius,205402,79,66,72.0,85,75,78,61,90,70,69
Midfielder,M. Elyounoussi,203362,74,75,75.0,82,80,73,64,69,75,74
Goalkeeper,M. Dituro,207935,32,48,,31,32,65,20,42,56,16
Defender,K. Ayhan,207790,62,65,64.0,67,67,65,47,68,82,71
Forward,R. Ripart,209430,70,77,74.0,68,67,68,72,91,80,73
Forward,L. Pavoletti,205850,59,54,56.0,62,57,56,67,53,78,56
Midfielder,P. Capelle,209781,64,70,67.0,74,65,72,63,77,74,76
Defender,S. Kolašinac,207993,69,79,75.0,60,55,71,54,75,79,58
Midfielder,R. Fraser,207807,89,80,84.0,89,96,73,69,58,71,72
Defender,Kévin Rodrigues,209289,78,73,75.0,71,79,70,50,63,58,50
Defender,Marçal,207707,69,72,71.0,69,69,65,49,60,73,54
Defender,A. Webster,207616,62,74,69.0,63,57,53,24,69,37,32
Defender,S. March,206594,75,72,73.0,76,77,72,55,76,74,72
Defender,C. Chambers,205989,64,67,66.0,60,66,67,54,74,60,58
Defender,K. Tsimikas,232223,87,80,83.0,78,73,64,54,77,69,64
Midfielder,S. Ascacíbar,232244,74,54,63.0,81,88,60,48,84,53,64
Defender,J. Lotomba,234686,79,78,78.0,75,75,59,50,74,58,46
Midfielder,M. Pereira Lage,233061,79,78,78.0,80,74,73,67,86,76,74
Midfielder,Aleñá,233113,71,70,70.0,76,71,77,73,64,68,73
Midfielder,R. Oudin,233265,70,74,72.0,72,69,72,68,73,73,71
Goalkeeper,A. Ramsdale,233934,47,50,,53,49,47,25,35,52,15
Midfielder,Florentino,234569,59,65,62.0,72,66,66,38,75,65,43
Defender,A. Caci,236636,72,72,72.0,70,62,61,52,74,59,42
Defender,D. Zeefuik,235899,78,87,83.0,74,76,57,46,80,60,29
Defender,O. Richards,235026,84,79,81.0,82,80,54,36,80,43,31
Midfielder,D. Liénard,235042,52,55,54.0,67,68,77,78,72,79,77
Defender,M. Sarr,235454,64,71,68.0,72,69,63,44,72,68,40
Midfielder,R. Marin,235813,69,66,67.0,73,70,76,76,75,84,78
Defender,Aarón,236295,72,57,64.0,76,71,61,46,76,64,55
Midfielder,M. Rog,236311,70,71,71.0,62,67,70,60,74,70,74
Defender,D. Giannoulis,236457,80,83,82.0,76,75,59,47,80,68,38
Forward,S. Lammers,236498,76,75,75.0,78,66,71,77,71,72,74
Forward,L. Dimata,231745,78,77,77.0,72,67,66,77,67,81,65
Defender,J. Tanganga,236600,74,79,77.0,65,62,60,45,68,52,20
Forward,T. Henry,231835,53,67,61.0,53,48,73,82,75,74,57
Defender,M. Mittelstädt,227647,79,81,80.0,77,78,60,37,73,72,69
Midfielder,Ontiveros,231640,77,77,77.0,76,85,68,68,73,82,80
Defender,A. Tuanzebe,231485,74,84,80.0,72,66,61,50,67,53,34
Midfielder,Merquelanz,225562,73,71,72.0,72,75,75,73,67,81,77
Midfielder,S. Kalu,237207,87,84,85.0,81,81,70,52,69,66,64
Defender,M. Trauco,225706,72,67,69.0,69,73,69,49,78,71,64
Midfielder,D. Verde,225844,84,84,84.0,89,92,70,71,67,85,77
Forward,Pere Milla,225926,79,74,76.0,78,66,66,62,77,77,72
Goalkeeper,Léo Jardim,226085,40,43,,35,54,57,19,42,51,18
Defender,O. Colley,226536,60,75,68.0,59,44,32,33,76,41,31
Midfielder,J. Jankto,226592,76,75,75.0,74,74,73,50,69,78,74
Forward,G. Scamacca,226710,67,72,70.0,61,54,59,68,54,77,71
Forward,F. Sotoca,227232,77,83,80.0,73,53,68,68,88,74,65
Defender,A. Touré,227873,69,87,79.0,65,66,65,40,69,66,45
Defender,Jorge Miramón,229359,72,74,73.0,71,73,73,63,80,61,53
Midfielder,M. Jensen,229723,68,67,67.0,82,77,78,69,80,62,67
Defender,J. Aidoo,230021,69,76,73.0,62,69,23,31,77,40,23
Forward,L. Nmecha,230084,78,86,82.0,72,63,68,81,80,76,68
Forward,T. Awoniyi,230978,79,77,78.0,70,70,53,68,66,78,65
Midfielder,M. Cafaro,231236,80,73,76.0,87,87,69,72,71,74,73
Midfielder,A. Ounas,231242,87,82,84.0,89,80,75,60,72,70,69
Defender,J. Gnagnon,231361,49,51,50.0,37,46,47,52,60,67,35
Forward,E. Nketiah,236988,85,82,83.0,80,72,58,68,68,72,62
Midfielder,T. Bašić,245275,53,54,54.0,62,62,75,51,75,76,69
Midfielder,M. Djenepo,237560,84,81,82.0,89,82,69,60,69,69,68
Forward,Beto,251892,69,73,71.0,42,34,55,70,74,76,69
Goalkeeper,A. Lunin,243952,39,35,,36,25,60,19,32,55,7
Goalkeeper,A. Šemper,244274,30,32,,31,22,65,15,21,47,13
Midfielder,Barrenetxea,246672,84,77,80.0,85,84,64,59,64,70,62
Defender,Aihen Muñoz,246748,78,76,77.0,70,71,66,36,69,55,60
Defender,A. Espino,247131,80,76,78.0,74,77,56,51,87,75,55
Midfielder,K. Thuram,247246,72,74,73.0,73,68,70,56,78,69,60
Defender,Thierry Correia,247832,89,92,91.0,77,70,58,46,73,52,51
Midfielder,Zubimendi,248148,65,59,62.0,72,72,74,43,76,58,66
Midfielder,Jean Lucas,251217,71,70,70.0,72,72,73,47,75,77,74
Defender,Tiago Djaló,252339,81,84,83.0,69,49,56,47,65,57,38
Midfielder,A. Maier,237629,66,71,69.0,68,72,73,38,76,70,60
Midfielder,Nico Melamed,252837,84,83,83.0,84,84,73,65,63,66,65
Forward,G. Raspadori,253002,82,73,77.0,77,85,67,76,62,71,71
Midfielder,A. Aouchiche,253102,70,70,70.0,72,66,77,55,63,72,65
Forward,T. Moffi,255000,70,78,74.0,59,56,47,65,67,77,68
Defender,L. Badé,255106,58,62,60.0,52,45,57,33,68,42,25
Defender,D. Zima,255687,74,74,74.0,65,58,55,44,76,61,35
Midfielder,Luis Henrique,256632,86,83,84.0,73,64,75,63,72,76,68
Midfielder,C. Tzolis,256948,87,86,86.0,82,77,63,67,70,66,68
Defender,A. Masina,225410,54,69,62.0,63,42,60,31,75,63,46
Forward,Kangin Lee,243780,71,73,72.0,81,87,78,70,46,76,77
Defender,L. Pellegrini,243237,84,83,83.0,71,70,44,49,68,65,60
Midfielder,B. Mbeumo,243014,84,82,83.0,89,75,72,63,76,77,69
Defender,L. Balerdi,242835,67,74,71.0,66,57,43,47,69,55,31
Forward,R. Kolo Muani,237679,84,81,82.0,78,52,60,62,67,71,63
Midfielder,D. Lainez,237995,85,73,78.0,89,91,67,66,61,61,65
Midfielder,M. Richter,238068,86,68,76.0,80,78,69,56,71,75,68
Midfielder,C. Gallagher,238216,64,76,71.0,67,68,74,54,79,73,76
Defender,Rodrigo Becão,238621,46,52,49.0,48,47,39,31,57,44,32
Defender,E. Pinnock,238717,67,69,68.0,63,55,57,44,74,53,31
Forward,E. Demirović,238900,68,68,68.0,65,66,65,63,67,80,68
Forward,E. Dennis,239015,91,85,88.0,88,80,54,56,71,78,68
Defender,P. Struijk,239360,56,60,58.0,49,54,56,55,68,62,30
Defender,M. Bakker,239368,73,78,76.0,63,63,58,48,84,75,41
Defender,M. Ristić,240223,77,75,76.0,70,61,59,46,79,67,61
Defender,O. Alderete,240359,63,68,66.0,57,58,47,45,74,63,57
Midfielder,Junior Messias,240938,80,83,82.0,75,68,71,62,65,68,70
Defender,M. Saracchi,240976,85,79,82.0,84,84,70,53,73,68,66
Defender,Z. Vanheusden,241103,59,60,60.0,65,59,59,62,71,58,37
Forward,I. Ganago,241130,81,83,82.0,78,79,48,66,69,79,69
Forward,T. Weah,241496,86,88,87.0,87,71,72,60,60,70,69
Midfielder,Aitor Ruibal,241867,77,78,78.0,71,69,63,61,67,77,73
Defender,T. Lamptey,242418,92,83,87.0,82,95,59,40,72,48,36
Defender,Lekue,225523,87,79,83.0,72,69,70,53,73,60,68
Forward,Rubén Sobrino,208622,79,78,78.0,72,62,62,66,60,78,77
Goalkeeper,I. Provedel,224987,44,40,,38,44,52,22,28,50,20
Defender,P. Pekarík,190854,64,60,62.0,72,77,49,49,79,56,30
Midfielder,V. Berisha,191783,79,65,71.0,82,71,76,69,85,76,75
Defender,M. Plattenhardt,192557,68,71,70.0,67,73,64,61,71,79,59
Forward,C. Tosun,192991,67,65,66.0,71,66,61,85,68,79,72
Defender,B. Nuytinck,193091,32,33,33.0,34,38,51,46,55,62,36
Forward,M. Destro,193338,68,70,69.0,69,75,58,69,45,77,68
Defender,N. Viergever,193440,61,66,64.0,64,66,62,48,77,62,48
Defender,A. Souquet,193470,69,71,70.0,69,64,69,49,76,73,55
Midfielder,G. Medel,193532,61,62,62.0,73,92,65,58,70,65,59
Forward,I. Belfodil,194728,64,65,65.0,66,53,69,67,63,80,67
Goalkeeper,Adrián,194911,46,44,,53,48,32,44,38,51,20
Defender,P. Jones,194957,50,51,51.0,52,48,54,50,31,68,49
Midfielder,Iñigo Pérez,196942,59,53,56.0,68,64,76,49,78,73,71
Defender,Ximo Navarro,198023,71,75,73.0,71,69,59,48,87,64,55
Midfielder,P. Herrmann,198077,75,66,70.0,76,74,72,62,67,75,75
Forward,M. Vydra,198331,82,78,80.0,79,77,70,78,75,77,71
Defender,S. Bell,198352,33,45,40.0,34,34,45,41,50,64,30
Defender,K. Malcuit,198949,75,75,75.0,76,74,68,55,70,66,56
Goalkeeper,M. Riemann,199339,57,45,,49,64,69,34,43,54,18
Goalkeeper,P. Pervan,199909,32,27,,36,33,34,14,23,52,15
Midfielder,Alberto Perea,190982,76,76,76.0,81,72,68,48,62,69,77
Defender,V. Manceau,189946,54,37,45.0,69,77,62,58,78,60,42
Goalkeeper,F. Rønnow,201269,48,45,,34,40,48,17,32,50,13
Midfielder,T. Cleverley,189725,65,55,60.0,69,75,77,72,68,74,75
Forward,G. Pandev,137506,60,49,54.0,61,75,71,73,32,78,76
Midfielder,Y. Cahuzac,167933,33,35,34.0,55,72,67,47,79,54,44
Forward,J. Rodriguez,169792,65,69,67.0,69,64,70,78,68,78,76
Goalkeeper,W. Hennessey,170084,40,41,,48,51,58,17,29,58,10
Defender,P. Baysse,178031,36,48,43.0,55,64,59,50,58,59,46
Midfielder,T. Mangani,178160,51,46,48.0,65,58,78,78,77,77,73
Defender,E. Pieters,178567,63,63,63.0,62,62,64,59,74,50,36
Defender,A. Ranocchia,182168,35,37,36.0,38,32,56,34,54,59,31
Goalkeeper,Oier,183141,48,45,,46,40,47,25,42,54,15
Midfielder,Fran Mérida,183520,61,55,58.0,64,74,81,75,66,78,74
Defender,M. Kelly,184037,49,51,50.0,53,49,39,58,49,61,38
Defender,J. Ward,186392,52,55,54.0,62,58,66,40,69,64,59
Defender,M. Ritchie,186395,68,62,65.0,67,81,73,72,75,76,77
Defender,Juan Cala,186519,52,63,58.0,67,55,47,46,79,75,59
Defender,I. Radovanović,186589,47,55,51.0,56,57,68,58,64,83,77
Midfielder,R. Boudebouz,188388,65,67,66.0,76,73,75,85,58,76,74
Forward,A. Mehmedi,188770,69,67,68.0,77,76,72,69,64,77,72
Midfielder,Fidel,189172,73,74,74.0,79,72,72,77,73,72,66
Forward,K. Lasagna,224933,85,89,87.0,80,72,58,66,66,76,66
Midfielder,J. Hendrick,200478,65,63,64.0,66,71,74,60,74,74,68
Defender,D. Santon,189484,61,70,66.0,68,57,64,57,63,71,68
Defender,J. Stephens,202697,52,54,53.0,63,57,56,42,68,55,42
Midfielder,Hernâni,212911,91,91,91.0,84,77,63,73,66,77,66
Defender,J. Silva,215322,74,71,72.0,73,70,60,55,79,79,69
Goalkeeper,L. Montipò,215363,40,42,,46,49,40,29,35,53,14
Midfielder,G. Haraguchi,217648,85,83,84.0,87,84,73,56,87,57,72
Midfielder,S. Adamyan,218534,80,79,79.0,79,73,69,60,75,72,69
Defender,A. Oyongo,218540,84,86,85.0,85,75,68,59,87,68,62
Forward,Simy,219496,53,63,59.0,69,36,46,77,63,75,66
Forward,I. Pussetto,219536,79,77,78.0,76,69,58,69,67,74,67
Defender,M. Valjent,219585,68,65,66.0,74,65,53,26,83,49,47
Forward,A. Sanabria,219932,72,74,73.0,82,75,72,69,65,74,65
Midfielder,Hélder Costa,221743,86,85,85.0,81,76,71,69,68,73,63
Forward,L. Boyé,222041,72,73,73.0,71,68,67,66,68,73,68
Goalkeeper,F. Woodman,222514,45,50,,38,37,38,20,30,53,14
Forward,Joelinton,223334,74,77,76.0,69,66,69,61,73,81,62
Goalkeeper,R. Zentner,224251,65,65,,30,45,22,25,27,48,13
Defender,J. Kenny,224263,75,68,71.0,68,73,55,53,78,74,62
Defender,R. Henry,224494,92,91,91.0,89,90,54,43,80,43,34
Defender,O. Aina,224656,87,80,83.0,73,77,66,49,77,73,65
Forward,S. Mounié,224883,61,66,64.0,58,52,64,66,70,76,68
Defender,I. Balliu,203581,82,85,84.0,79,76,64,69,86,45,59
Defender,J. Mojica,214026,90,91,91.0,72,59,65,60,71,80,61
Goalkeeper,David Raya,220901,58,46,,70,45,64,26,29,57,14
Midfielder,R. Khedira,211999,54,43,48.0,59,57,59,46,82,58,51
Goalkeeper,D. Ward,207998,46,44,,38,53,38,20,22,50,16
Defender,P. Dummett,204355,65,64,64.0,61,74,52,43,67,42,35
Defender,K. Akpoguma,211856,75,86,81.0,54,51,38,48,65,70,38
Defender,K. Rekik,205193,61,71,67.0,65,61,59,41,68,60,31
Defender,M. Nastasić,205362,62,67,65.0,64,60,55,52,63,44,22
Forward,A. Lozano,205495,78,78,78.0,71,61,75,68,67,76,75
Defender,Patric,206098,69,70,70.0,67,68,62,51,64,63,57
Forward,S. Andersson,207562,53,55,54.0,63,55,62,65,70,74,66
Midfielder,T. Strobl,207894,34,51,43.0,39,44,68,47,78,79,62
Defender,E. Durm,207920,76,72,74.0,69,67,62,55,76,65,53
Defender,D. Heintz,206198,52,64,59.0,43,48,61,41,68,49,56
Midfielder,A. Duncan,208535,72,70,71.0,71,71,67,44,78,83,78
Midfielder,Omar Mascarell,208620,63,55,59.0,75,72,67,63,77,72,66
Midfielder,M. Prietl,210475,61,55,58.0,63,63,64,44,93,53,56
Defender,F. Ceccherini,210964,62,64,63.0,64,62,45,23,61,56,48
Defender,Manquillo,210972,74,66,70.0,71,68,39,46,75,69,44
Midfielder,O. Nguette,211099,88,82,85.0,81,71,69,70,62,70,66
Midfielder,Lucas Torró,208137,49,30,39.0,64,32,62,57,79,73,70
Midfielder,S. Boufal,211381,81,77,79.0,89,84,73,69,51,70,65
Midfielder,K. Linetty,211408,72,62,67.0,73,79,76,50,76,70,64
Defender,T. Fosu-Mensah,232270,75,79,77.0,72,62,61,48,68,69,60
Defender,P. Retsos,234986,63,67,65.0,66,51,42,33,67,60,33
Midfielder,S. Özcan,235407,73,65,69.0,78,78,74,57,82,64,52
Defender,K. Bonifazi,235290,52,52,52.0,48,65,48,44,38,49,30
Midfielder,V. Janelt,235167,65,67,66.0,64,68,68,52,79,70,68
Defender,W. Faes,235036,62,50,55.0,42,58,42,42,70,60,27
Defender,N. Molina,233084,79,77,78.0,74,69,66,38,79,69,58
Midfielder,L. Bénes,234728,67,60,63.0,76,77,77,63,70,78,76
Defender,S. Alakouch,233767,75,72,73.0,82,81,65,43,80,63,36
Midfielder,T. Asano,232610,91,89,90.0,91,79,66,65,71,69,59
Midfielder,Aleix Febas,235522,69,67,68.0,85,80,75,59,75,67,66
Midfielder,J. Bellegarde,235456,78,79,79.0,83,84,74,47,80,67,60
Midfielder,M. Hongla,236556,80,83,82.0,81,74,71,55,84,78,73
Midfielder,D. Geiger,235526,65,52,58.0,85,83,75,40,76,57,58
Midfielder,Santi Comesaña,235781,65,62,63.0,62,57,70,39,78,70,74
Forward,I. Cardona,235888,74,73,73.0,70,63,72,72,70,78,68
Defender,E. Cabaco,236331,54,54,54.0,60,52,39,32,67,52,34
Midfielder,H. Wolf,236935,80,75,77.0,77,74,70,65,70,70,68
Defender,S. Doumbia,236454,83,89,86.0,69,84,51,39,75,59,46
Goalkeeper,Álvaro,236515,44,51,,70,48,41,14,37,50,5
Midfielder,A. Nordin,236518,80,80,80.0,71,78,70,55,63,74,69
Midfielder,A. Barkok,236624,71,84,78.0,75,69,71,53,65,69,61
Defender,D. Raum,236703,87,85,86.0,77,76,63,49,82,64,65
Midfielder,M. van Bergen,231864,94,92,93.0,93,82,69,42,80,65,68
Defender,Toni Lato,232008,78,76,77.0,73,79,64,39,67,64,53
Midfielder,Raúl Guti,225204,69,68,68.0,67,74,73,53,88,76,65
Defender,R. Pierre-Gabriel,231685,73,78,76.0,69,73,54,56,73,57,53
Midfielder,J. Dasilva,231445,73,74,74.0,72,71,76,55,75,78,78
Defender,G. Ferrari,224808,60,48,53.0,47,44,20,28,86,33,18
Midfielder,J. Dilrosun,224949,87,80,83.0,85,77,54,55,66,72,42
Forward,F. Andone,225018,75,72,73.0,75,68,67,74,65,75,72
Midfielder,Kike Barja,225200,79,73,76.0,77,62,72,58,69,63,58
Midfielder,M. Coco,226414,88,85,86.0,83,69,67,59,54,72,66
Midfielder,S. Thioub,226861,77,79,78.0,65,76,66,67,71,71,74
Midfielder,J. Bruun Larsen,227503,83,87,85.0,75,68,66,44,58,76,62
Midfielder,H. Choudhury,228332,65,64,64.0,74,71,59,45,70,67,40
Defender,M. Vojvoda,228349,71,69,70.0,68,61,65,35,71,69,58
Midfielder,V. Kovalenko,228698,76,75,75.0,74,76,71,68,82,70,73
Goalkeeper,W. Faríñez,228736,51,54,,69,65,66,23,41,52,20
Defender,Raillo,228805,55,58,57.0,33,52,46,43,90,54,39
Midfielder,T. Roberts,228815,75,75,75.0,77,74,73,70,76,73,65
Midfielder,M. Svanberg,228946,74,79,77.0,76,67,75,57,72,71,72
Forward,K. Onisiwo,229071,74,78,76.0,65,67,66,44,74,78,62
Defender,William,229221,76,69,72.0,78,84,54,42,70,76,65
Midfielder,G. Pereiro,229636,67,72,70.0,72,56,72,72,64,81,75
Midfielder,Josan,229667,85,85,85.0,79,77,59,64,70,70,56
