Positions,short_name,sofifa_id,Crossing,Finishing,Heading,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,FKAccuracy,Passing,Shooting
Goalkeeper,N. Mäenpää,135587,16,12,12,31,12,17,12,20,16,13,,
Defender,N. Lozano,243944,29,38,70,62,36,49,29,54,62,35,48.0,42.0
Midfielder,N. Seufert,234891,56,46,58,71,43,69,50,66,72,63,65.0,51.0
Goalkeeper,N. Ravaglia,173165,14,10,11,35,12,16,11,42,21,16,,
Midfielder,F. Cassata,235942,62,36,29,74,38,68,52,70,73,58,68.0,48.0
Goalkeeper,Cristian Rivero,241179,14,7,10,22,9,8,11,23,17,14,,
Forward,B. Lasme,237509,36,69,61,60,49,64,58,50,66,31,52.0,66.0
Midfielder,W. Tchimbembé,243642,60,64,38,72,58,68,53,68,69,28,64.0,64.0
Midfielder,Álex Collado,242999,70,64,51,68,53,71,73,64,68,75,70.0,65.0
Midfielder,J. Clarke,242908,66,62,53,64,54,73,63,51,69,57,61.0,60.0
Midfielder,G. Busio,242332,48,63,58,72,53,68,70,64,68,65,65.0,62.0
Defender,J. Billong,241999,39,25,64,59,36,47,32,46,43,32,46.0,34.0
Midfielder,R. Massimo,241689,58,61,55,63,40,71,38,54,68,32,56.0,59.0
Forward,W. Geubbels,241266,52,69,59,62,66,67,57,47,64,43,55.0,67.0
Midfielder,A. Gordon,242964,62,62,45,62,44,73,63,51,69,59,60.0,61.0
Goalkeeper,C. Kelleher,240913,13,6,13,32,9,10,12,36,14,11,,
Defender,K. Fila,239635,62,47,51,63,41,56,60,55,64,39,60.0,47.0
Defender,Areso,239614,67,25,58,68,23,65,70,55,68,31,62.0,30.0
Defender,K. Dabila,239363,33,25,65,66,32,51,38,48,58,31,47.0,31.0
Midfielder,Oriol Busquets,239249,56,36,64,70,37,63,46,66,67,42,63.0,43.0
Defender,Tachi,238446,33,26,75,68,32,40,30,41,61,28,46.0,29.0
Midfielder,N. Nartey,238379,64,55,60,72,32,73,45,64,72,40,65.0,49.0
Goalkeeper,G. Poussin,240751,12,7,14,29,9,13,13,22,17,11,,
Defender,M. Roerslev,238157,73,32,43,62,37,63,53,51,61,35,59.0,39.0
Midfielder,L. Leroy,247599,59,51,56,70,41,69,59,68,70,58,65.0,55.0
Defender,I. Boura,256788,68,48,50,56,37,70,29,44,69,30,53.0,47.0
Forward,M. Cho,256476,55,68,63,62,52,74,41,39,68,35,53.0,66.0
Defender,W. Singo,252802,67,38,63,60,44,72,55,55,67,40,57.0,40.0
Midfielder,K. Koindredi,252025,59,58,55,72,61,67,61,66,68,70,67.0,67.0
Midfielder,M. Svoboda,250779,40,36,62,64,33,60,29,60,64,26,53.0,41.0
Defender,J. Branthwaite,247649,30,24,68,67,27,37,24,52,59,21,45.0,29.0
Midfielder,D. Chambost,245855,63,64,55,69,59,65,58,66,67,53,66.0,64.0
Forward,W. Isidor,247335,49,67,66,59,59,65,64,47,67,39,54.0,65.0
Defender,C. Mola,246126,67,38,51,67,33,64,51,70,66,47,63.0,40.0
Forward,J. Gelhardt,246053,46,68,55,66,58,69,53,57,69,43,57.0,66.0
Forward,F. Colidio,245461,57,70,69,70,65,70,54,52,72,55,63.0,67.0
Midfielder,X. Simons,245367,60,57,39,69,49,70,71,65,69,61,66.0,57.0
Defender,F. Doucouré,257406,59,31,52,61,31,61,54,52,64,45,56.0,37.0
Midfielder,K. Michael,245277,66,62,62,70,65,72,68,65,67,68,68.0,64.0
Midfielder,K. Ruiz-Atil,257318,54,53,30,70,52,72,68,65,71,59,64.0,54.0
Midfielder,D. Peretz,263489,50,55,60,76,34,62,47,70,64,50,64.0,54.0
Midfielder,Martín Calderón,258359,51,57,51,73,45,59,64,66,73,46,65.0,61.0
Defender,M. Gusto,259307,64,44,50,63,52,64,58,57,66,36,60.0,49.0
Midfielder,M. Portanova,259331,64,61,50,75,47,69,56,70,69,54,68.0,59.0
Forward,Lautaro,260044,27,72,65,60,60,67,40,40,70,42,46.0,67.0
Defender,Jesús Vázquez,260082,68,35,60,62,52,57,62,63,55,31,58.0,44.0
Defender,Miguel,261865,59,43,59,58,31,55,35,35,60,38,47.0,40.0
Midfielder,Kayky,262053,57,64,38,60,50,73,45,55,71,39,57.0,58.0
Midfielder,E. Darboe,262091,52,40,62,69,46,57,47,64,69,50,61.0,46.0
Defender,Carlos Domínguez,262140,50,17,68,66,18,38,26,41,52,32,49.0,23.0
Defender,Álex Balde,263578,67,40,58,60,32,68,31,42,69,25,53.0,35.0
Midfielder,Beñat Prados,263617,64,66,40,69,52,63,54,68,73,44,65.0,65.0
Midfielder,A. Burlamaqui,263825,46,34,42,72,34,53,51,68,68,36,63.0,41.0
Midfielder,Gavi,264240,59,55,38,73,46,67,65,69,70,47,67.0,53.0
Forward,M. Abline,264422,41,70,58,64,64,72,54,53,68,38,54.0,68.0
Goalkeeper,Gabriel Brazão,244364,12,6,13,25,6,10,13,26,13,12,,
Forward,S. van Hooijdonk,244601,50,65,61,59,62,62,74,43,65,73,55.0,68.0
Goalkeeper,S. Cibois,242242,11,8,10,28,9,14,14,23,25,10,,
Goalkeeper,R. Vodišek,244340,11,7,11,19,6,12,12,18,12,10,,
Defender,P. Ceccaroni,219956,59,31,65,63,27,49,37,61,58,27,52.0,30.0
Forward,I. Sacko,235554,57,61,63,65,59,69,52,54,66,55,60.0,64.0
Goalkeeper,C. Früchtl,235266,10,11,11,29,9,13,15,25,17,14,,
Defender,L. Bogdan,235261,27,28,69,59,32,44,36,50,56,23,44.0,32.0
Midfielder,S. Edera,233794,64,64,52,65,62,74,69,58,72,55,63.0,66.0
Defender,N. De Medina,229107,60,43,66,63,46,60,31,62,65,34,56.0,40.0
Goalkeeper,Ezkieta,225395,16,12,17,28,15,17,16,27,19,19,,
Goalkeeper,N. Lomb,210366,15,17,15,26,15,14,17,32,20,13,,
Defender,D. Gudelj,236400,68,26,44,59,38,65,44,41,66,31,52.0,32.0
Forward,R. Bocalon,199053,36,73,63,50,60,63,61,38,63,44,46.0,65.0
Forward,M. Đurić,192840,55,66,79,59,64,54,54,43,65,53,53.0,65.0
Forward,G. Zigoni,191068,40,66,69,58,61,64,48,35,66,42,48.0,63.0
Midfielder,F. Di Tacchio,189730,35,34,56,67,31,55,47,67,65,52,58.0,50.0
Goalkeeper,J. Steele,188836,11,15,28,53,12,12,19,45,36,15,,
Midfielder,T. Richards,243393,57,61,42,66,56,68,55,64,66,52,63.0,62.0
Goalkeeper,A. Plizzari,236378,13,5,20,36,17,21,15,26,23,19,,
Goalkeeper,J. Grahl,183513,19,12,13,22,11,12,11,20,23,10,,
Defender,Álex Martín,236914,45,35,66,67,23,29,35,59,62,48,51.0,42.0
Midfielder,S. Baptiste,240697,53,54,61,70,38,71,51,64,70,41,62.0,52.0
Midfielder,N. Tella,237328,57,59,44,60,49,70,55,46,65,37,56.0,57.0
Defender,Álvaro García,243156,45,45,65,70,40,60,50,66,62,40,59.0,52.0
Defender,B. Reynolds,242907,68,47,58,62,39,60,47,51,60,24,59.0,47.0
Defender,M. Jenz,241494,33,27,65,58,28,45,25,60,40,22,45.0,29.0
Defender,Kike Hermoso,240997,29,21,64,57,33,35,35,49,56,33,45.0,29.0
Midfielder,José Lara,240860,62,67,45,64,58,71,57,58,72,49,62.0,62.0
Midfielder,Pablo Martínez,243312,60,54,56,72,47,63,56,71,67,58,67.0,56.0
Defender,S. Niakaté,240453,43,24,66,56,27,61,28,45,62,25,44.0,28.0
Defender,M. Nadé,238749,34,28,64,34,31,44,35,27,56,28,34.0,30.0
Forward,S. Tigges,238656,60,69,71,62,61,56,42,44,56,28,55.0,67.0
Midfielder,M. Coulibaly,238282,58,57,63,71,49,64,55,66,68,60,65.0,59.0
Midfielder,W. Smallbone,237916,52,59,50,68,59,72,62,65,71,66,64.0,62.0
Defender,N. Casale,239770,64,38,61,60,45,60,54,51,64,36,57.0,43.0
Defender,A. Terzić,252573,63,36,55,58,31,65,43,49,62,43,53.0,41.0
Defender,Javi Castro,255406,29,25,63,61,33,37,31,40,59,30,42.0,31.0
Midfielder,Pablo Gozálbez,255140,53,70,61,67,53,67,63,66,65,61,64.0,66.0
Midfielder,M. Rivera,255015,57,62,45,64,57,70,59,56,67,38,59.0,61.0
Forward,S. Greenwood,253407,52,69,56,62,57,65,69,46,69,73,58.0,65.0
Forward,G. Simeone,253396,35,68,66,57,59,64,51,40,65,46,49.0,66.0
Defender,G. Zappa,252964,67,23,45,60,21,60,47,54,63,31,57.0,32.0
Midfielder,C. Boli,251572,62,58,39,64,48,70,58,56,70,51,61.0,57.0
Midfielder,H. Mbock,251974,46,51,54,70,33,69,53,68,71,45,61.0,58.0
Forward,E. Simms,251198,45,66,63,58,60,61,55,44,63,51,52.0,65.0
Midfielder,T. Raschl,247721,54,54,43,70,47,68,53,68,69,53,64.0,53.0
Defender,K. Hoever,246763,63,31,53,65,40,64,56,51,63,60,59.0,36.0
Midfielder,L. Agoumé,246683,47,51,55,67,43,65,48,61,68,42,60.0,54.0
Defender,Javi López,256097,62,26,52,52,21,49,35,28,55,31,47.0,27.0
Goalkeeper,S. Bajic,245865,9,5,12,24,8,7,12,20,18,11,,
Defender,Pacheco,255854,27,18,66,64,21,21,22,41,64,24,44.0,22.0
Defender,Iván Bravo,258768,54,33,52,54,29,65,49,50,58,39,49.0,34.0
Midfielder,Y. Keitel,256118,49,44,58,71,41,60,42,67,65,49,62.0,48.0
Forward,J. Krasso,256731,53,66,63,65,63,67,61,53,63,44,59.0,64.0
Midfielder,A. Elanga,257470,61,60,58,60,55,68,65,47,66,61,58.0,60.0
Goalkeeper,Leo Román,258466,12,12,12,20,10,11,11,20,10,12,,
Goalkeeper,Diego Conde,258534,15,11,14,22,13,15,22,25,18,20,,
Midfielder,Cedric Teguía,258536,67,57,59,62,59,60,68,56,62,67,61.0,61.0
Midfielder,Arribas,258923,37,60,36,66,37,74,49,64,72,35,56.0,53.0
Defender,A. Medioub,259088,35,23,65,46,26,44,26,35,57,33,37.0,30.0
Midfielder,David Costa,259139,53,61,34,64,55,75,69,62,74,48,61.0,56.0
Defender,C. Wooh,260658,53,33,69,59,25,59,52,47,62,29,51.0,38.0
Midfielder,É. Michut,261249,55,50,45,70,48,70,61,66,70,48,64.0,53.0
Defender,C. Lukeba,262138,43,31,65,61,30,52,48,52,59,26,52.0,35.0
Midfielder,Y. Kallon,262333,50,66,58,60,60,76,68,42,70,47,55.0,66.0
Midfielder,M. Peart-Harris,263582,63,68,52,63,47,64,54,60,65,60,64.0,64.0
Midfielder,P. Mićin,245023,61,66,55,63,58,70,60,55,71,57,61.0,64.0
Forward,G. Rutter,245637,43,65,69,62,54,66,56,51,68,33,54.0,64.0
Midfielder,M. Ruggeri,259584,69,43,65,68,53,66,64,58,68,50,62.0,49.0
Forward,Sergio Moreno,244921,29,65,62,65,53,64,44,48,67,29,49.0,62.0
Defender,P. Jaroszyński,219661,68,39,60,63,57,61,68,66,63,42,60.0,45.0
Goalkeeper,Y. Diouf,235633,13,8,14,35,7,12,12,30,15,13,,
Midfielder,Léo Sena,235108,63,43,59,73,43,67,44,73,64,47,67.0,47.0
Defender,R. Pirrello,230676,52,38,70,60,41,54,41,50,56,40,51.0,42.0
Defender,Camus,228869,56,43,62,62,42,59,49,55,61,48,56.0,47.0
Forward,E. Berggreen,223537,32,69,75,60,60,61,64,45,61,68,52.0,67.0
Goalkeeper,W. Norris,223082,11,10,11,30,12,12,17,34,20,18,,
Midfielder,M. Stefaniak,216255,67,57,40,66,55,68,81,47,67,70,64.0,60.0
Forward,Darío Poveda,236940,45,71,72,68,60,66,40,45,68,51,56.0,67.0
Goalkeeper,L. Grant,53739,19,17,14,43,15,11,17,40,34,19,,
Midfielder,K. Azamoum,216237,67,51,41,67,46,62,65,65,66,65,67.0,56.0
Midfielder,T. Weilandt,204468,60,64,49,64,56,67,64,50,65,59,60.0,63.0
Goalkeeper,R. Matthews,203824,11,15,15,35,16,22,14,39,27,19,,
Midfielder,J. Valencia,203249,61,64,42,63,40,63,61,56,62,47,60.0,61.0
Defender,Martín,244919,25,19,70,62,23,24,24,38,63,21,41.0,25.0
Goalkeeper,Javi Díaz,236028,13,15,12,28,8,25,20,27,24,23,,
Goalkeeper,D. Martin,116314,18,15,18,33,14,16,13,27,30,19,,
Midfielder,G. Kastanos,237335,54,54,36,61,55,73,60,65,75,60,60.0,57.0
Defender,A. Buongiorno,243241,55,33,62,56,46,51,52,47,60,43,52.0,43.0
Goalkeeper,M. Bułka,238186,12,8,10,28,5,11,13,27,15,14,,
Midfielder,B. Mendy,244114,55,36,64,69,31,45,38,57,65,40,57.0,40.0
Midfielder,T. Bonga,244097,51,60,65,60,44,69,40,40,68,28,52.0,59.0
Midfielder,O. Batista Meier,244024,55,63,35,60,56,75,54,51,72,56,57.0,64.0
Midfielder,Juan Cruz,243604,64,63,42,63,52,71,64,54,67,61,61.0,62.0
Defender,B. Mumba,243353,56,41,49,62,31,71,55,56,67,36,58.0,45.0
Midfielder,D. Jastrzembski,244509,62,59,60,66,55,67,64,58,65,58,61.0,58.0
Defender,Mario Hernández,241479,66,31,58,54,21,36,24,42,52,41,47.0,31.0
Midfielder,L. Pintor,240941,59,66,59,58,60,70,51,49,69,40,54.0,65.0
Midfielder,T. Tillman,240319,51,51,39,74,47,74,50,67,74,45,64.0,51.0
Goalkeeper,D. Petković,240212,13,5,10,29,6,8,10,26,13,11,,
Defender,E. Ebosse,241007,63,28,60,60,27,64,40,51,64,31,54.0,35.0
Defender,R. Bushiri,239259,24,17,64,51,28,33,23,41,52,31,37.0,26.0
Defender,Toni Herrero,258034,69,42,60,63,45,68,65,56,63,46,60.0,46.0
Forward,L. Delap,259031,42,66,66,50,62,60,55,43,62,37,47.0,64.0
Midfielder,A. Cambiaso,258966,65,49,51,66,55,69,55,59,66,60,63.0,52.0
Midfielder,Aimar Oroz,258937,61,55,44,70,45,60,61,69,62,59,66.0,59.0
Defender,A. Barry,258625,30,22,64,31,31,31,26,30,54,27,31.0,25.0
Midfielder,Álex Blesa,258037,42,50,45,71,45,65,64,70,70,65,63.0,52.0
Midfielder,B. Domingues,257396,61,64,48,65,52,69,51,59,67,40,61.0,60.0
Midfielder,C. Palmer,257534,58,58,41,62,51,68,62,60,67,55,60.0,58.0
Forward,W. Faghir,257399,31,63,58,56,58,64,46,42,66,37,48.0,62.0
Midfielder,R. Ladinetti,257349,52,52,48,74,54,64,63,74,66,49,66.0,55.0
Defender,Fran González,257110,35,21,55,64,30,40,25,53,52,24,45.0,26.0
Midfielder,P. Nebel,257075,55,60,39,62,50,71,54,58,68,46,58.0,56.0
Midfielder,N. Ahamada,259205,52,41,56,74,44,71,45,62,70,46,63.0,48.0
Defender,Y. Mosquera,256666,25,17,64,55,26,28,25,28,60,29,38.0,22.0
Midfielder,D. Lopy,259190,51,48,66,70,48,62,53,69,66,45,62.0,53.0
Midfielder,Alberto Moreno,263945,53,60,47,69,46,66,48,66,68,55,63.0,59.0
Midfielder,Isma Ruiz,259582,46,41,51,67,36,60,46,65,63,44,60.0,46.0
Defender,D. Udogie,259583,64,48,53,60,37,67,56,51,64,47,56.0,50.0
Midfielder,J. Braaf,259679,59,58,50,58,56,63,60,51,63,58,57.0,60.0
Midfielder,Gori,261680,50,55,40,67,55,66,60,65,65,55,63.0,56.0
Midfielder,H. Keïta,262137,43,56,55,68,41,68,59,64,69,42,60.0,56.0
Forward,L. Joseph,262652,38,74,65,58,50,63,41,45,56,40,50.0,67.0
Midfielder,Javi Serrano,263943,47,58,50,67,40,63,43,68,64,48,60.0,56.0
Defender,W. Kechrida,264008,60,31,49,55,35,61,35,30,60,42,48.0,34.0
Defender,M. Viti,264044,29,26,68,38,33,29,32,38,54,29,36.0,34.0
Defender,Pep Gayà,264105,40,30,68,62,37,45,35,50,52,36,48.0,32.0
Defender,Diego Moreno,264158,59,36,51,62,28,60,45,44,58,40,55.0,38.0
Midfielder,M. Saban,264322,55,58,47,57,52,68,56,52,65,49,56.0,58.0
Defender,L. Spatz,264406,43,39,68,64,24,29,38,58,61,47,51.0,42.0
Goalkeeper,Christian Gómez,264430,13,10,13,21,10,14,15,24,17,16,,
Defender,Jorge Silva,256404,38,26,65,56,34,41,44,45,52,34,44.0,32.0
Defender,M. Bogarde,256544,25,25,50,63,35,63,33,57,62,30,50.0,30.0
Midfielder,L. Samardžić,256115,51,64,39,65,50,74,55,56,74,66,59.0,61.0
Goalkeeper,João Costa,231474,13,10,10,19,12,12,13,26,17,14,,
Forward,F. Hornby,242965,35,63,68,60,58,64,53,44,60,40,50.0,64.0
Goalkeeper,E. Jakupović,52326,11,12,12,39,15,11,11,34,22,14,,
Defender,Pepe Sánchez,254787,55,31,63,64,40,57,35,63,63,24,57.0,48.0
Goalkeeper,A. Lonergan,118794,12,14,15,29,15,11,12,27,24,14,,
Midfielder,S. Fürstner,177404,57,39,60,65,43,56,48,62,63,43,60.0,46.0
Goalkeeper,D. Oberhauser,198132,10,9,9,38,10,10,18,33,14,12,,
Forward,S. Novothny,208129,26,72,74,53,58,50,42,25,66,37,41.0,64.0
Goalkeeper,W. Falcone,210676,17,19,13,25,13,13,16,26,20,12,,
Defender,J. Jach,223306,48,40,67,57,41,53,40,61,59,54,51.0,45.0
Midfielder,A. Deiola,229743,48,58,52,68,68,62,52,64,66,42,60.0,63.0
Defender,L. Bolton,233051,65,52,52,63,32,64,61,52,63,39,59.0,51.0
Midfielder,Carbonell,235521,59,60,57,66,49,67,59,65,68,51,63.0,60.0
Goalkeeper,K. Klaesson,237935,11,10,13,36,10,19,12,29,28,13,,
Defender,L. Ranieri,240777,49,31,67,45,35,68,38,36,49,41,43.0,34.0
Midfielder,R. Guerra,241462,38,59,55,66,36,63,41,66,67,40,56.0,58.0
Midfielder,B. Adekanye,240906,62,64,49,60,55,69,53,46,68,44,55.0,59.0
Goalkeeper,S. Rénot,244120,12,10,13,26,9,12,13,24,18,11,,
Midfielder,A. Traoré,250790,56,61,62,58,50,70,49,44,69,38,53.0,59.0
Defender,Migue,254123,61,36,51,63,33,65,55,55,64,32,57.0,45.0
Defender,T. Mengi,253465,42,33,62,63,29,57,46,63,58,33,54.0,39.0
Midfielder,A. Flips,252936,66,53,50,65,56,66,64,62,67,56,64.0,57.0
Midfielder,Z. Ould Khaled,251912,42,41,62,69,42,65,50,64,68,53,58.0,47.0
Midfielder,Javi Gómez,251757,65,60,34,64,51,67,64,57,65,45,61.0,59.0
Defender,De La Fuente,245290,48,35,62,56,34,53,44,53,57,35,50.0,39.0
Midfielder,B. Fadiga,250822,48,46,55,67,37,71,52,61,69,47,60.0,47.0
Defender,J. Stanišić,250955,57,25,65,56,29,57,45,45,59,23,49.0,28.0
Midfielder,B. Benkhedim,248574,60,59,44,67,58,69,63,57,70,59,62.0,60.0
Forward,F. Balogun,247463,40,67,56,52,59,61,43,38,63,37,45.0,63.0
Midfielder,M. Bidstrup,246402,63,52,58,69,52,62,54,64,67,42,64.0,52.0
Defender,A. Solano,246061,61,28,58,59,26,60,41,52,64,34,54.0,35.0
Forward,André Anderson,245639,50,60,50,67,57,70,54,58,66,40,60.0,59.0
Midfielder,L. Bate,261374,55,47,42,73,45,62,55,69,64,51,66.0,49.0
Defender,L. Mouyokolo,260159,30,20,62,52,34,43,28,42,47,31,39.0,34.0
Forward,D. Scarlett,261025,43,67,63,50,58,57,45,40,65,41,46.0,62.0
Forward,K. Schade,260926,56,65,47,62,58,66,39,38,64,28,53.0,61.0
Midfielder,E. Sevikyan,260814,65,53,44,65,57,62,62,57,67,58,62.0,55.0
Defender,Iker Recio,260692,48,31,65,60,37,45,29,61,56,29,53.0,40.0
Forward,Svensson,260340,53,61,60,55,60,65,50,45,63,35,51.0,62.0
Goalkeeper,F. Jörgensen,258485,16,5,11,28,20,8,14,26,16,5,,
Midfielder,F. Da Silva,259806,52,49,47,71,48,67,61,69,66,68,66.0,52.0
Forward,I. Diabate,259747,40,65,64,62,50,57,40,50,55,40,50.0,63.0
Goalkeeper,Ángel Jiménez,259580,12,8,9,28,7,7,13,24,17,9,,
Midfielder,Nico Serrano,259422,54,61,47,60,38,70,54,45,71,39,54.0,56.0
Midfielder,Zarzana,259405,73,50,42,67,40,62,55,60,60,43,65.0,51.0
Midfielder,C. Chukwuemeka,259356,53,58,46,68,52,68,55,67,68,46,62.0,53.0
Defender,M. Estève,262042,48,26,59,58,26,47,45,37,49,29,45.0,30.0
Defender,O. El Hilali,261654,55,35,50,53,30,57,45,42,55,30,50.0,40.0
Forward,E. Vergani,264451,41,73,60,54,58,75,61,48,61,35,51.0,69.0
Midfielder,N. Zalewski,262113,58,55,42,66,59,73,57,60,72,57,61.0,57.0
Midfielder,Mini,262260,56,51,54,73,42,58,45,69,63,47,64.0,51.0
Defender,K. Ezekwem,262663,61,22,58,59,21,60,49,52,59,55,52.0,27.0
Midfielder,N. Weißhaupt,262672,62,58,39,66,52,67,60,57,67,59,62.0,57.0
Defender,A. Garcia MacNulty,262889,31,34,68,50,27,38,32,42,49,33,41.0,35.0
Midfielder,B. Makouana,263014,57,62,42,56,61,65,57,49,67,43,54.0,61.0
Midfielder,I. Gharbi,263194,55,54,35,62,49,71,68,57,67,52,60.0,55.0
Defender,J. Bongard,263281,44,30,66,62,35,47,35,50,55,33,49.0,35.0
Goalkeeper,Agirrezabala,263880,16,7,5,24,15,13,7,35,25,9,,
Defender,B. Nokoue,264050,56,39,58,51,42,56,46,46,58,39,50.0,42.0
Forward,Pablo Gálvez,264081,31,69,60,58,53,65,40,40,66,42,46.0,63.0
Defender,Torrente,264103,32,21,66,65,32,39,29,51,44,21,49.0,31.0
Midfielder,Llabrés,264110,55,60,37,57,52,66,53,52,62,44,55.0,57.0
Midfielder,Iker Benito,264159,61,55,45,59,47,66,49,48,64,52,57.0,57.0
Goalkeeper,Luis López,264170,11,7,11,15,7,10,13,15,15,12,,
Defender,Lanchi,259171,56,31,56,55,40,60,57,60,55,29,52.0,39.0
Goalkeeper,A. Mandrea,220833,13,17,15,28,16,16,14,19,18,20,,
Forward,Luis Carbonell,258185,40,66,56,57,60,73,61,44,68,45,51.0,64.0
Midfielder,M. Warming,238755,53,58,48,56,46,65,52,45,62,40,53.0,54.0
Defender,K. Fobi,245996,59,37,56,45,33,60,34,38,56,39,46.0,37.0
Defender,D. Thompson,244196,56,35,50,55,32,53,40,52,59,36,52.0,39.0
Forward,N. Burkart,243838,58,64,61,58,54,63,55,50,61,45,54.0,61.0
Midfielder,R. Kehr,242947,59,64,54,64,50,59,58,41,66,34,56.0,57.0
Defender,Sillero,241488,56,39,52,61,32,49,38,45,54,39,53.0,43.0
Forward,J. Tell,240434,59,63,73,63,63,62,51,48,64,41,56.0,63.0
Defender,T. Uwakwe,238189,58,51,51,56,45,57,57,52,55,55,55.0,52.0
Midfielder,D. Bakwa,250789,56,53,44,61,49,69,51,47,68,47,57.0,52.0
Midfielder,J. Holsgrove,237871,53,52,54,68,50,61,64,66,66,62,64.0,53.0
Midfielder,L. Lumeka,234614,59,64,40,59,49,62,52,50,64,53,56.0,60.0
Goalkeeper,L. Andrenacci,226259,14,13,12,25,20,17,17,19,22,18,,
Defender,G. Mutombo,222209,31,19,63,60,29,35,30,49,48,38,45.0,26.0
Defender,S. McQueen,215756,70,47,54,61,42,63,67,57,66,47,61.0,48.0
Midfielder,B. Brahimi,257975,59,58,51,60,56,73,64,50,69,63,58.0,60.0
Defender,K. John,247764,62,45,50,56,34,57,54,45,61,35,54.0,43.0
Forward,J. Eppiah,240803,60,63,58,60,59,70,49,42,66,48,52.0,62.0
Midfielder,Sergio Lozano,252598,51,50,43,68,45,67,61,66,69,52,62.0,51.0
Midfielder,Jony Álamo,256128,52,41,58,70,46,66,50,67,63,45,62.0,45.0
Goalkeeper,P. Bonet,253497,10,8,12,18,7,9,12,23,16,14,,
Midfielder,M. Schroers,257916,63,65,63,64,68,64,69,57,65,56,62.0,65.0
Goalkeeper,J. Olschowsky,257273,14,6,13,18,9,12,13,25,10,10,,
Midfielder,L. Ugochukwu,257084,46,43,58,71,43,64,59,64,69,41,60.0,50.0
Midfielder,J. Kadile,257083,51,61,54,55,61,68,56,41,64,46,52.0,63.0
Midfielder,Ö. Beyaz,256306,64,54,49,70,49,67,54,69,68,58,66.0,53.0
Midfielder,S. Christiansen,257917,64,56,58,67,56,65,57,66,68,57,64.0,55.0
Midfielder,T. Tessmann,256104,53,46,45,66,41,64,50,70,67,42,63.0,47.0
Defender,C. Drameh,254529,62,29,55,56,30,63,34,52,61,31,52.0,35.0
Forward,Nabil Touaizi,254244,55,61,55,64,52,67,60,50,65,50,57.0,61.0
Defender,C. Cresswell,254121,33,23,68,67,24,44,25,57,59,30,48.0,27.0
Forward,N. Gioacchini,254019,31,72,54,62,44,55,40,37,64,30,47.0,64.0
Midfielder,L. Tramoni,255174,64,55,53,63,53,68,61,57,64,57,62.0,55.0
Midfielder,S. Damiani,258815,49,42,42,68,55,58,49,68,66,54,61.0,48.0
Defender,Sergio Barcia,259581,49,29,63,54,32,51,33,42,57,29,47.0,32.0
Goalkeeper,Alfonso Pastor,259530,11,9,13,17,9,8,13,23,18,14,,
Defender,Aitor Paredes,259524,21,18,62,57,24,41,22,45,55,21,38.0,25.0
Midfielder,J. Ideho,259403,63,44,46,57,48,67,56,43,63,45,56.0,49.0
Goalkeeper,Pere Joan,259314,9,6,11,29,5,10,8,30,19,8,,
Midfielder,A. Sotona,259117,50,56,46,53,52,65,64,45,63,49,52.0,58.0
Midfielder,H. Mejbri,258171,59,50,42,63,45,64,61,60,62,46,61.0,51.0
Midfielder,Capita,258722,57,53,29,58,47,72,54,56,70,50,57.0,50.0
Defender,K. Kurt,256770,57,45,57,63,40,66,60,60,61,40,57.0,45.0
Defender,A. Seidu,257946,64,26,39,49,24,57,28,31,58,29,45.0,28.0
Goalkeeper,J. Kersken,257914,12,8,10,29,8,14,12,25,20,10,,
Goalkeeper,J. Flere,257350,12,9,11,23,10,11,13,20,18,13,,
Midfielder,T. Booth,256887,55,59,39,65,51,66,57,61,67,60,61.0,59.0
Goalkeeper,B. Fall,260326,12,8,13,23,9,9,14,15,11,12,,
Midfielder,C. Cîrjan,260141,55,52,45,72,50,65,62,72,69,49,65.0,54.0
Defender,M. Sponsel,264380,68,41,58,57,36,57,59,48,58,37,56.0,43.0
Defender,L. Assignon,260574,55,23,53,56,31,56,53,47,60,41,52.0,38.0
Midfielder,R. Lavia,263620,40,36,58,60,36,55,45,59,66,50,52.0,41.0
Goalkeeper,Pablo Valencia,264161,10,8,10,25,5,9,10,23,14,14,,
Goalkeeper,Alejandro Iturbe,264116,14,11,12,32,8,13,14,30,20,13,,
Midfielder,Álvaro Bravo,264102,53,54,49,67,51,64,51,63,66,54,62.0,54.0
Forward,Alan Godoy,264092,44,62,58,54,45,65,46,37,67,36,48.0,60.0
Midfielder,S. Edozie,263953,61,55,37,56,47,67,52,50,65,42,55.0,55.0
Midfielder,Bastida,263646,35,34,43,64,32,47,36,60,61,41,54.0,40.0
Midfielder,Fabio Blanco,262954,58,59,34,59,54,68,56,50,66,50,55.0,56.0
Midfielder,De Tomás,260828,64,61,40,63,50,65,53,51,66,46,59.0,58.0
Defender,M. Bokele,262709,31,24,64,41,34,34,35,36,44,27,36.0,30.0
Defender,T. Livramento,262118,62,46,50,58,41,58,51,53,55,42,56.0,46.0
Defender,L. Mbete,261621,36,27,61,60,29,56,39,55,59,28,47.0,32.0
Midfielder,E. Sutherland,261580,61,52,40,58,49,65,62,59,64,43,58.0,54.0
Defender,K. Sildillia,260930,33,20,68,52,21,42,34,46,49,30,42.0,25.0
Midfielder,S. Shoretire,260910,52,59,52,59,51,64,56,52,62,43,56.0,56.0
