Positions,sofifa_id,short_name,Diving,Handling,Kicking,Positioning,Reflexes,Speed,ShortPassing,LongPassing
Defender,242418,T. Lamptey,15,13,12,5,13,,71,62
Defender,225523,Lekue,15,16,13,13,9,,70,64
Forward,208622,Rubén Sobrino,13,8,11,7,15,,69,50
Goalkeeper,224987,I. Provedel,75,73,66,72,75,42.0,29,23
Defender,190854,P. Pekarík,12,12,15,9,10,,70,61
Midfielder,191783,V. Berisha,6,14,15,15,13,,74,72
Defender,192557,M. Plattenhardt,15,6,15,13,16,,74,66
Forward,192991,C. Tosun,12,14,12,12,9,,69,60
Defender,193091,B. Nuytinck,7,6,10,12,9,,67,61
Forward,193338,M. Destro,6,14,15,9,11,,70,42
Defender,193440,N. Viergever,8,9,11,7,11,,72,68
Defender,193470,A. Souquet,15,10,8,13,11,,73,69
Midfielder,193532,G. Medel,14,7,9,6,6,,73,66
Forward,194728,I. Belfodil,6,12,7,13,14,,72,62
Goalkeeper,194911,Adrián,77,70,68,72,77,45.0,21,32
Defender,194957,P. Jones,10,8,6,16,11,,69,66
Midfielder,196942,Iñigo Pérez,9,8,7,16,6,,76,77
Defender,198023,Ximo Navarro,12,7,13,10,13,,71,64
Midfielder,198077,P. Herrmann,14,13,8,8,7,,75,66
Forward,198331,M. Vydra,10,11,12,13,15,,71,63
Defender,198352,S. Bell,7,16,8,13,14,,61,60
Defender,198949,K. Malcuit,12,13,12,9,11,,73,72
Goalkeeper,199339,M. Riemann,73,71,72,72,76,52.0,59,65
Goalkeeper,199909,P. Pervan,72,74,69,72,75,30.0,22,31
Midfielder,190982,Alberto Perea,13,9,8,6,6,,72,69
Defender,189946,V. Manceau,16,10,10,11,16,,76,74
Goalkeeper,201269,F. Rønnow,76,70,67,72,77,47.0,25,30
Midfielder,189725,T. Cleverley,15,11,9,12,13,,76,75
Forward,137506,G. Pandev,10,14,10,6,15,,75,65
Midfielder,167933,Y. Cahuzac,10,16,15,15,12,,69,65
Forward,169792,J. Rodriguez,12,12,16,14,9,,69,66
Goalkeeper,170084,W. Hennessey,76,74,77,74,71,40.0,29,41
Defender,178031,P. Baysse,11,15,10,12,11,,68,64
Midfielder,178160,T. Mangani,13,12,9,13,15,,79,77
Defender,178567,E. Pieters,16,15,8,12,10,,71,64
Defender,182168,A. Ranocchia,12,15,11,12,15,,67,65
Goalkeeper,183141,Oier,73,73,72,74,73,47.0,34,36
Midfielder,183520,Fran Mérida,11,11,8,6,10,,77,76
Defender,184037,M. Kelly,7,11,8,7,8,,68,64
Defender,186392,J. Ward,8,7,7,10,11,,70,69
Defender,186395,M. Ritchie,15,8,11,14,13,,75,72
Defender,186519,Juan Cala,15,8,14,15,10,,72,69
Defender,186589,I. Radovanović,5,6,6,5,5,,74,72
Midfielder,188388,R. Boudebouz,10,12,16,10,14,,75,73
Forward,188770,A. Mehmedi,13,14,8,15,16,,74,58
Midfielder,189172,Fidel,14,14,10,9,12,,72,71
Forward,224933,K. Lasagna,8,14,13,15,15,,66,50
Midfielder,200478,J. Hendrick,12,6,9,9,14,,76,75
Defender,189484,D. Santon,15,10,15,14,8,,74,69
Defender,202697,J. Stephens,13,10,11,13,10,,70,67
Midfielder,212911,Hernâni,8,11,7,8,6,,65,60
Defender,215322,J. Silva,15,6,9,13,10,,70,63
Goalkeeper,215363,L. Montipò,74,71,70,72,76,41.0,17,16
Midfielder,217648,G. Haraguchi,16,11,11,11,7,,75,63
Midfielder,218534,S. Adamyan,14,15,10,15,10,,73,58
Defender,218540,A. Oyongo,13,11,9,8,8,,69,64
Forward,219496,Simy,16,10,11,10,15,,57,39
Forward,219536,I. Pussetto,6,14,11,11,10,,70,62
Defender,219585,M. Valjent,8,15,13,9,10,,67,59
Forward,219932,A. Sanabria,8,14,9,14,13,,73,63
Midfielder,221743,Hélder Costa,7,6,11,14,12,,69,62
Forward,222041,L. Boyé,14,7,11,15,7,,63,57
Goalkeeper,222514,F. Woodman,74,70,70,73,74,47.0,26,26
Forward,223334,Joelinton,9,13,8,13,13,,75,58
Goalkeeper,224251,R. Zentner,74,70,64,72,79,65.0,30,26
Defender,224263,J. Kenny,6,13,16,13,15,,70,67
Defender,224494,R. Henry,13,12,12,6,12,,67,50
Defender,224656,O. Aina,7,14,10,10,9,,70,67
Forward,224883,S. Mounié,14,15,6,12,15,,68,59
Defender,203581,I. Balliu,12,9,9,9,13,,69,68
Defender,214026,J. Mojica,13,8,14,9,15,,72,69
Goalkeeper,220901,David Raya,73,73,76,70,74,53.0,40,30
Midfielder,211999,R. Khedira,9,13,11,12,8,,68,64
Goalkeeper,207998,D. Ward,75,72,66,73,75,45.0,30,42
Defender,204355,P. Dummett,15,11,13,11,13,,71,68
Defender,211856,K. Akpoguma,14,13,10,12,7,,67,62
Defender,205193,K. Rekik,9,9,14,14,9,,70,68
Defender,205362,M. Nastasić,11,16,11,15,13,,68,68
Forward,205495,A. Lozano,6,6,11,13,8,,68,58
Defender,206098,Patric,8,14,12,9,14,,74,65
Forward,207562,S. Andersson,10,9,14,15,6,,71,39
Midfielder,207894,T. Strobl,11,8,8,16,12,,72,74
Defender,207920,E. Durm,12,14,8,15,11,,72,60
Defender,206198,D. Heintz,14,15,7,9,15,,69,65
Midfielder,208535,A. Duncan,9,8,8,6,8,,78,74
Midfielder,208620,Omar Mascarell,6,7,9,10,11,,74,78
Midfielder,210475,M. Prietl,12,12,10,8,13,,74,65
Defender,210964,F. Ceccherini,8,13,11,10,9,,65,53
Defender,210972,Manquillo,14,7,14,12,13,,70,62
Midfielder,211099,O. Nguette,7,8,8,7,15,,70,62
Midfielder,208137,Lucas Torró,13,14,7,12,16,,77,72
Midfielder,211381,S. Boufal,9,16,10,14,7,,75,65
Midfielder,211408,K. Linetty,13,8,11,14,6,,78,74
Defender,232270,T. Fosu-Mensah,11,8,8,7,11,,72,63
Defender,234986,P. Retsos,14,9,11,6,7,,77,62
Midfielder,235407,S. Özcan,13,7,9,9,11,,75,72
Defender,235290,K. Bonifazi,8,8,7,14,6,,66,52
Midfielder,235167,V. Janelt,6,8,6,6,14,,71,73
Defender,235036,W. Faes,12,10,8,7,7,,70,70
Defender,233084,N. Molina,12,13,8,5,10,,71,64
Midfielder,234728,L. Bénes,12,10,9,9,9,,79,77
Defender,233767,S. Alakouch,6,12,14,11,8,,71,66
Midfielder,232610,T. Asano,15,7,6,9,14,,69,47
Midfielder,235522,Aleix Febas,6,10,6,9,7,,80,77
Midfielder,235456,J. Bellegarde,12,15,14,10,9,,75,73
Midfielder,236556,M. Hongla,14,9,5,8,13,,77,78
Midfielder,235526,D. Geiger,7,8,12,10,5,,80,76
Midfielder,235781,Santi Comesaña,8,11,11,6,9,,72,71
Forward,235888,I. Cardona,9,11,6,13,13,,74,58
Defender,236331,E. Cabaco,11,7,13,14,6,,59,61
Midfielder,236935,H. Wolf,13,10,13,6,8,,69,64
Defender,236454,S. Doumbia,10,13,11,12,14,,69,58
Goalkeeper,236515,Álvaro,77,68,67,72,75,47.0,29,26
Midfielder,236518,A. Nordin,14,6,13,10,13,,73,68
Midfielder,236624,A. Barkok,7,12,13,8,13,,74,66
Defender,236703,D. Raum,11,8,14,12,6,,69,59
Midfielder,231864,M. van Bergen,7,14,13,11,11,,64,53
Defender,232008,Toni Lato,7,10,13,9,9,,72,75
Midfielder,225204,Raúl Guti,8,15,12,11,11,,74,72
Defender,231685,R. Pierre-Gabriel,11,10,10,6,10,,67,51
Midfielder,231445,J. Dasilva,11,13,8,10,14,,77,75
Defender,224808,G. Ferrari,9,16,6,10,9,,60,62
Midfielder,224949,J. Dilrosun,8,15,11,7,11,,69,58
Forward,225018,F. Andone,8,6,11,15,6,,65,53
Midfielder,225200,Kike Barja,6,12,12,15,8,,69,68
Midfielder,226414,M. Coco,12,6,15,7,7,,75,63
Midfielder,226861,S. Thioub,8,12,7,16,13,,72,63
Midfielder,227503,J. Bruun Larsen,14,6,11,11,11,,72,67
Midfielder,228332,H. Choudhury,9,14,8,10,11,,75,66
Defender,228349,M. Vojvoda,8,12,10,10,8,,69,67
Midfielder,228698,V. Kovalenko,15,12,6,9,11,,74,68
Goalkeeper,228736,W. Faríñez,70,69,69,74,76,52.0,25,29
Defender,228805,Raillo,10,15,15,15,14,,73,60
Midfielder,228815,T. Roberts,12,8,13,9,13,,73,65
Midfielder,228946,M. Svanberg,7,6,13,8,12,,78,76
Forward,229071,K. Onisiwo,11,11,10,10,16,,66,62
Defender,229221,William,7,10,8,7,7,,75,64
Midfielder,229636,G. Pereiro,7,15,10,10,12,,69,68
Midfielder,229667,Josan,7,11,6,12,12,,71,62
Midfielder,230107,L. Coulibaly,9,12,14,8,6,,74,69
Defender,230578,M. Diakhaby,15,11,10,14,11,,70,57
Defender,230918,T. Chalobah,5,5,9,9,7,,73,68
Defender,231235,K. Amian,7,8,14,14,11,,71,60
Defender,231292,J. Lewis,14,7,5,5,13,,71,64
Defender,236822,G. Gudmundsson,12,10,7,6,8,,69,64
Midfielder,224019,Pedro Chirivella,13,14,12,8,14,,77,75
Defender,236947,J. Torunarigha,5,7,13,5,11,,69,73
Forward,237715,P. Cutrone,10,7,7,10,5,,64,44
Midfielder,245598,I. Baba,10,9,10,14,6,,75,66
Midfielder,246174,H. Elliott,10,10,6,14,7,,73,68
Defender,246352,Hugo Guillamón,13,11,13,13,13,,76,70
Defender,246875,O. Kossounou,5,8,6,10,6,,66,66
Defender,247019,B. Kouyaté,13,7,8,6,10,,63,54
Defender,247819,N. Schlotterbeck,8,10,8,14,13,,59,54
Midfielder,247827,M. Olise,9,11,9,10,10,,75,74
Defender,248820,Mateu Morey,6,13,7,7,5,,75,64
Midfielder,251570,R. Cherki,7,14,6,8,8,,69,59
Forward,251756,R. Nteka,5,6,14,11,15,,72,65
Forward,251810,B. Brobbey,10,11,15,8,13,,69,53
Defender,252017,F. Daniliuc,14,11,7,6,7,,71,68
Defender,252086,Son,16,19,18,18,13,,69,58
Defender,252327,Manu Sánchez,6,6,10,12,6,,70,53
Forward,252590,Fer Niño,11,10,8,8,14,,73,53
Defender,253149,J. Frimpong,12,7,8,13,14,,69,54
Forward,253444,A. Kalimuendo,9,12,9,14,8,,58,40
Defender,255523,Y. Maçon,6,15,7,11,8,,67,53
Midfielder,257889,K. Jakić,10,10,5,9,10,,70,72
Goalkeeper,258390,I. Grbić,70,72,70,71,75,28.0,33,30
Midfielder,258602,Jon Morcillo,12,10,14,11,12,,77,60
Midfielder,259233,I. Moriba,9,14,15,10,12,,76,75
Midfielder,259377,Yeremy Pino,9,7,14,6,9,,72,68
Forward,245228,F. Krüger,10,9,6,7,8,,64,46
Forward,244675,Sancet,15,11,6,15,7,,75,68
Defender,243976,Catena,9,9,14,8,11,,66,65
Defender,241159,M. Guéhi,8,9,11,12,12,,67,55
Defender,237985,K. Danso,12,13,6,11,15,,55,48
Midfielder,238126,Guridi,12,8,9,11,13,,75,72
Forward,239025,I. Niane,10,7,8,6,15,,58,44
Midfielder,239356,A. Matusiwa,6,9,13,11,12,,69,67
Midfielder,239452,I. Diallo,8,9,8,14,6,,71,72
Midfielder,239712,M. Okugawa,6,8,14,13,13,,72,64
Midfielder,239744,M. Cuisance,9,14,11,8,15,,78,80
Midfielder,239970,Paulinho,13,13,10,15,12,,74,68
Forward,240452,M. Nzola,12,14,6,13,15,,68,62
Defender,240926,N. Phillips,9,6,6,12,10,,66,58
Midfielder,241390,E. Elmas,8,5,14,6,15,,77,74
Midfielder,243593,A. Laurienté,13,13,8,14,15,,70,61
Midfielder,241463,Dani Raba,12,11,15,12,14,,73,75
Forward,241821,M. Bayo,14,14,5,11,14,,63,46
Midfielder,241856,Manu Morlanes,5,9,14,11,14,,77,75
Midfielder,241925,C. Führich,6,7,12,12,6,,73,67
Midfielder,241928,A. Sambi Lokonga,14,7,6,13,9,,78,73
Midfielder,241937,A. Harroui,9,5,7,12,7,,74,68
Defender,242000,K. Mavropanos,12,11,11,10,7,,60,51
Midfielder,242434,C. Jones,6,13,7,11,7,,75,72
Defender,242641,R. Aït Nouri,15,11,8,14,12,,69,56
Forward,243315,Dani Gómez,7,10,13,8,14,,68,57
Midfielder,224415,Luis Rioja,6,9,10,12,14,,70,65
Midfielder,201073,N. De Préville,8,10,14,11,9,,73,69
Midfielder,223978,Manu García,15,14,12,12,12,,73,70
Defender,191648,M. Yoshida,12,16,8,6,13,,63,52
Forward,192445,D. Ginczek,13,6,15,7,15,,64,37
Midfielder,192612,M. Jajalo,9,13,6,7,12,,74,72
Forward,192663,F. Klos,7,11,7,7,13,,69,60
Defender,193148,V. Le Goff,6,11,7,16,8,,70,69
Goalkeeper,193336,V. Belec,73,72,65,71,74,49.0,24,28
Goalkeeper,193786,F. Bardi,75,71,65,70,76,49.0,31,31
Forward,193794,Villalibre,13,15,15,12,14,,68,45
Midfielder,193886,D. Didavi,12,11,10,14,6,,75,70
Defender,194665,S. Ilsanker,17,16,15,18,17,,58,55
Forward,195586,A. Finnbogason,6,15,16,15,11,,70,67
Defender,199313,A. Bamba,14,13,8,7,8,,69,66
Forward,199602,J. Guidetti,12,13,14,6,11,,72,53
Defender,199763,B. Bereszyński,9,8,16,7,15,,68,62
Midfielder,199829,Timor,8,8,6,16,13,,75,74
Midfielder,200469,L. Rupp,5,12,7,8,9,,77,74
Defender,200752,Juan Jesus,12,11,7,8,14,,58,56
Defender,201049,L. Tonelli,13,11,13,11,6,,54,54
Midfielder,201368,K. McLean,8,14,15,14,9,,76,74
Defender,201955,M. Haïdara,10,13,14,8,16,,67,57
Forward,202276,S. Zoller,9,16,10,10,13,,68,53
Midfielder,202316,T. Chandler,12,7,8,11,12,,75,74
Goalkeeper,203042,J. Butland,73,68,66,74,75,57.0,40,30
Forward,203280,V. Germain,14,7,11,9,14,,73,64
Defender,192227,S. Mustafi,11,9,15,10,6,,70,69
Defender,191210,S. Corchia,6,8,7,10,15,,71,73
Midfielder,204497,K. Stöger,15,12,13,10,12,,77,80
Defender,191055,Dídac Vilà,15,7,5,9,8,,71,67
Defender,223139,A. Zedadka,11,12,11,11,7,,60,39
Goalkeeper,150477,R. Salin,72,69,68,73,74,30.0,36,23
Midfielder,152747,A. Lennon,14,7,7,16,11,,72,64
Goalkeeper,156437,P. Pentke,74,69,66,73,77,37.0,30,22
Midfielder,161805,V. Behrami,12,11,7,15,11,,73,71
Goalkeeper,162297,D. Padelli,72,72,63,76,70,45.0,26,29
Midfielder,166074,Bebé,15,7,8,7,11,,69,68
Defender,169115,A. Masiello,14,7,12,12,12,,66,68
Defender,169426,Barragán,6,8,11,8,10,,71,63
Goalkeeper,173178,Manolo Reina,71,69,67,74,75,56.0,30,36
Goalkeeper,177475,T. Sippel,74,69,76,69,77,47.0,33,26
Goalkeeper,177644,Kiko Casilla,74,70,72,69,74,47.0,34,28
Goalkeeper,180739,E. Kawashima,72,71,72,73,73,43.0,33,33
Defender,182179,S. De Maio,6,5,5,11,7,,50,54
Midfielder,182184,D. Stephens,11,15,8,13,10,,75,73
Defender,182888,H. Nordtveit,14,8,9,13,10,,73,74
Goalkeeper,183497,O. Karnezis,73,72,69,75,74,38.0,24,36
Forward,186146,D. Welbeck,9,10,6,12,16,,66,64
Defender,190034,T. Kolodziejczak,14,6,10,16,7,,74,71
Defender,190520,T. Jantschke,11,6,7,6,13,,71,69
Defender,190666,M. Gulde,10,10,6,16,15,,62,60
Midfielder,190761,T. Arslan,6,11,10,6,6,,79,75
Midfielder,191053,T. Rincón,12,12,11,8,12,,77,71
Midfielder,204152,J. Jønsson,12,8,6,15,10,,73,69
Midfielder,183287,F. Lemoine,6,15,11,13,10,,73,70
Midfielder,205157,Ruiz de Galarreta,12,6,13,7,12,,78,75
Defender,212244,C. Lenz,13,11,11,10,9,,73,62
Midfielder,212886,W. Cyprien,8,16,8,11,14,,74,72
Defender,213063,Róber,13,13,15,16,7,,73,70
Defender,213414,W. Troost-Ekong,6,15,10,9,7,,55,52
Midfielder,213750,K. Sema,7,11,10,16,7,,73,64
Defender,213868,J. Castelletto,12,14,14,14,9,,63,57
Goalkeeper,214462,I. Arboleda,75,69,66,71,75,60.0,27,23
Defender,214622,J. Toljan,10,13,10,11,12,,70,63
Goalkeeper,214680,G. Gallon,73,71,72,73,74,40.0,29,27
Defender,215410,B. Chardonnet,10,14,10,11,13,,65,63
Midfielder,215616,Jason,9,9,11,11,14,,73,66
Defender,215651,Samir,11,11,14,11,14,,62,57
Defender,216067,R. Gagliolo,7,9,12,8,14,,66,57
Defender,216605,Akapo,7,8,13,13,10,,59,62
Midfielder,218311,J. Dossou,9,13,15,9,14,,67,69
Defender,218981,H. Palacios,15,18,16,16,12,,70,60
Midfielder,219728,Edgar Méndez,13,16,11,6,14,,73,68
Defender,220348,Iza Carcelén,9,11,11,10,7,,69,59
Defender,220414,Diego Rico,10,9,15,11,10,,69,60
Midfielder,220475,A. Grassi,12,6,15,8,8,,77,76
Midfielder,221885,P. Seguin,14,11,6,15,8,,77,74
Midfielder,222475,M. Thorsby,13,14,10,7,13,,73,72
Midfielder,222844,Walace,10,13,7,14,11,,80,73
Defender,205553,L. Ceppitelli,12,10,10,9,10,,50,45
Defender,212772,Ó. Duarte,15,9,7,8,14,,60,63
Midfielder,218746,Pozo,8,7,8,8,7,,75,74
Defender,212225,E. Roco,13,9,13,13,13,,68,62
Midfielder,208861,J. Gastien,14,8,8,13,8,,71,68
Forward,205670,D. Gayle,10,7,16,8,8,,64,53
Midfielder,212214,A. Solari,7,15,13,11,7,,71,67
Goalkeeper,205878,S. Kapino,74,67,66,72,79,41.0,26,27
Defender,205943,V. Chiricheș,7,11,10,14,13,,68,70
Defender,205995,J. Willems,9,14,16,7,10,,70,71
Goalkeeper,206218,P. Nardi,76,67,68,71,78,50.0,35,25
Midfielder,207537,J. Lukaku,8,7,14,15,9,,71,66
Defender,207593,J. Uronen,7,10,8,10,8,,69,68
Defender,207650,E. Krafth,8,13,15,14,7,,69,73
Midfielder,208144,D. Bessa,6,14,12,12,14,,75,76
Defender,208449,C. Hérelle,15,10,14,12,13,,72,69
Defender,206219,Juan Cruz,14,11,7,11,14,,65,58
Defender,208892,S. Byram,10,9,15,16,13,,70,65
Midfielder,210489,L. Schaub,15,7,14,11,14,,75,71
Forward,209504,B. Hrgota,7,7,11,9,14,,70,53
Midfielder,211879,J. Haberer,14,16,10,15,13,,76,72
Midfielder,211361,D. Cataldi,7,10,11,12,9,,79,76
Defender,210802,J. Nilsson,10,8,15,12,12,,67,65
Midfielder,210697,C. Nørgaard,11,9,13,14,11,,73,72
Midfielder,209618,F. Tardieu,15,13,12,8,15,,74,71
Defender,209547,S. Mitrović,9,8,8,15,16,,63,65
Midfielder,211818,K. Möhwald,15,13,12,10,8,,76,73
Midfielder,231089,I. Sissoko,11,5,14,11,11,,76,74
Midfielder,233075,Garrido,15,8,11,8,13,,66,62
Midfielder,231041,C. Ninga,6,11,9,15,9,,64,56
Defender,231588,Joan Sastre,10,13,15,15,9,,67,37
Defender,230681,G. Pezzella,11,14,6,7,13,,69,66
Defender,231874,J. Horn,5,15,6,12,10,,69,48
Forward,232225,J. Serra,8,8,9,13,6,,62,35
Defender,234843,M. Leitsch,12,14,14,7,12,,63,60
Midfielder,234457,O. Etebo,10,12,13,12,15,,72,70
Defender,234514,O. El Hajjam,6,13,11,13,8,,71,67
Defender,234791,Luan Peres,7,9,7,13,5,,70,72
Forward,235161,J. Maja,14,8,15,5,7,,73,56
Midfielder,235432,M. Munetsi,13,10,7,8,11,,74,71
Midfielder,230564,M. Gaćinović,8,11,13,8,14,,73,72
Midfielder,235834,F. Depaoli,8,10,5,6,13,,74,71
Defender,235553,Y. Salmier,6,9,14,9,13,,65,58
Defender,230672,Lyanco,9,7,13,10,8,,68,59
Defender,228290,J. Laporte,14,6,15,15,14,,64,53
Defender,230074,E. Kwateng,6,15,15,15,13,,69,66
Forward,229624,Sergi Guardiola,11,14,11,11,11,,70,41
Midfielder,224013,Sergi Canós,7,8,15,15,15,,68,59
Defender,236723,F. Ballo-Touré,14,14,7,11,8,,71,65
Midfielder,224368,M. Doumbia,8,12,8,8,8,,71,65
Forward,224508,L. Mancuso,5,12,10,13,11,,64,57
Forward,224967,M. Sylla,9,16,9,8,11,,70,41
Defender,225669,K. Ehizibue,13,10,7,11,11,,66,66
Midfielder,226356,M. Fares,8,12,10,15,14,,69,60
Midfielder,228595,G. Prömel,8,14,7,10,6,,74,72
Midfielder,228614,G. Holtmann,8,8,10,12,8,,66,62
Goalkeeper,228616,D. Bertaud,73,69,65,69,75,53.0,28,25
Defender,228681,F. Sierralta,12,10,9,7,13,,66,45
Defender,228716,Kevin,11,15,9,15,14,,70,61
Midfielder,228908,J. Berthomier,14,14,8,10,14,,76,75
Defender,229266,J. Rodon,10,13,7,11,8,,70,60
Goalkeeper,229542,A. Desmas,75,74,71,69,71,29.0,23,20
Goalkeeper,236033,Dani Cárdenas,74,66,74,67,77,44.0,40,49
Defender,255891,B. Šutalo,13,14,14,11,5,,64,57
Midfielder,237161,S. Longstaff,6,8,13,14,12,,73,73
Midfielder,237540,P. Förster,8,8,6,6,6,,74,68
Midfielder,251191,J. Allevinah,13,15,14,13,8,,62,48
Defender,251325,M. Meyerhöfer,8,9,5,8,6,,67,50
Midfielder,252909,Antonio Sánchez,15,13,6,14,10,,75,71
Defender,254548,M. Bard,12,12,5,7,14,,68,55
Midfielder,256035,K. Sulemana,6,13,7,12,14,,66,48
Midfielder,257025,K. de la Fuente,11,9,13,14,14,,71,57
Defender,257204,S. Diomande,13,7,12,10,8,,69,62
Goalkeeper,258585,I. Pandur,71,69,62,69,77,39.0,29,28
Midfielder,258615,Zarraga,12,8,6,11,15,,76,73
Midfielder,258683,I. Ilić,10,10,8,11,14,,78,74
Defender,258782,A. Ismajli,9,14,10,12,13,,67,63
Defender,258946,M. Lovato,12,10,6,6,13,,64,54
Goalkeeper,259166,E. Green,73,70,68,72,74,26.0,27,17
Goalkeeper,263139,D. Greif,70,73,77,71,70,18.0,25,17
Defender,223033,Jorge Meré,15,12,11,8,8,,70,65
Midfielder,248573,J. Dina Ebimbe,6,11,14,12,5,,76,70
Midfielder,247500,Edgar,7,14,7,12,8,,69,66
Defender,247182,Tuta,7,11,5,15,12,,73,70
Midfielder,240193,E. Rexhbeçaj,14,11,6,8,14,,76,74
Defender,239136,N. Cozza,6,10,8,14,13,,69,63
Defender,239550,A. Gravillon,11,14,13,13,6,,62,51
Midfielder,239671,Tete Morente,13,9,7,11,10,,70,67
Midfielder,240017,A. Olsen,13,8,7,7,11,,68,63
Midfielder,240095,L. Štulac,13,5,12,13,15,,73,70
Defender,240100,T. Augello,10,15,10,5,11,,66,59
Midfielder,240916,D. Ljubicic,11,14,12,5,8,,73,71
Midfielder,246929,Gerson Rodrigues,14,6,13,11,9,,74,58
Defender,244068,K. Schlotterbeck,13,14,11,10,8,,65,59
Midfielder,244280,A. Fein,10,8,12,12,6,,75,74
Midfielder,245253,L. Barreiro Martins,14,9,6,6,6,,74,70
Midfielder,245992,B. Gilmour,9,7,9,13,12,,77,74
Defender,246284,Óscar Gil,14,14,11,8,11,,67,65
Defender,246606,Fran García,9,6,12,9,11,,68,60
Defender,223641,T. Baumgartl,13,15,14,16,11,,70,67
Defender,211385,R. Durmisi,10,6,6,11,11,,70,63
Midfielder,222553,S. Griesbeck,7,12,12,11,13,,69,67
Goalkeeper,189061,S. Burchert,72,70,68,73,73,46.0,23,22
Defender,189576,Ramalho,12,10,8,15,16,,69,52
Defender,189680,Fábio,12,10,11,15,6,,73,67
Forward,190738,H. Nielsen,13,15,15,16,13,,73,59
Goalkeeper,192317,J. Steer,73,70,70,70,72,51.0,40,25
Defender,192622,S. Duffy,9,11,16,8,12,,60,60
Defender,192725,M. Le Marchand,13,13,15,7,15,,72,74
Midfielder,193062,M. Zeegelaar,12,15,12,11,10,,70,61
Midfielder,193337,J. Obi,13,9,12,15,13,,74,67
Midfielder,194020,Pelé,14,12,10,12,5,,68,74
Defender,196801,Mexer,10,14,7,11,11,,72,55
Defender,197688,Gabriel Silva,15,6,10,5,7,,75,72
Midfielder,197813,J. Martin,8,8,14,15,11,,76,75
Defender,198553,C. Gamboa,12,10,13,7,14,,67,66
Forward,199274,I. Nestorovski,14,15,10,11,16,,66,45
Midfielder,199288,A. Losilla,16,8,10,10,7,,71,68
Goalkeeper,189342,C. Pinsoglio,74,70,58,74,76,42.0,24,28
Defender,189043,D. Brosinski,9,11,16,14,6,,67,64
Midfielder,199897,N. Höfler,6,13,13,10,9,,74,69
Goalkeeper,185172,V. Fiorillo,73,68,64,70,76,38.0,28,25
Forward,134779,J. Briand,12,6,7,6,10,,75,67
Goalkeeper,222464,Sivera,72,70,68,73,72,57.0,32,34
Goalkeeper,149258,A. Cordaz,67,71,62,72,74,26.0,12,17
Forward,169216,S. Long,11,13,10,11,10,,64,49
Midfielder,171018,Mario Suárez,9,13,16,12,11,,73,72
Defender,172316,Coke,10,9,13,6,16,,71,63
Defender,176285,W. Reid,13,15,9,10,12,,55,50
Midfielder,178628,F. Forestieri,6,6,7,12,8,,73,61
Defender,180706,C. Cathcart,8,6,12,9,13,,67,64
Forward,182212,A. Modeste,10,11,11,6,8,,67,55
Defender,183280,A. Rami,5,3,5,5,3,,63,66
Defender,183491,Zanka,16,9,9,14,13,,65,62
Midfielder,183632,R. Tesche,6,15,14,15,6,,71,68
Defender,183916,J. Pied,13,9,7,15,7,,75,70
Midfielder,184749,D. Gosling,6,15,14,15,6,,75,74
Forward,199439,M. Gregoritsch,10,6,9,16,6,,74,70
Defender,139860,J. Morel,12,8,11,11,11,,65,64
Goalkeeper,200212,M. Esser,73,71,66,70,74,38.0,39,35
Goalkeeper,216325,A. Gunn,73,70,69,69,74,48.0,32,41
Midfielder,211891,A. Voglsammer,12,9,7,14,8,,68,53
Midfielder,213134,L. Öztunalı,10,16,13,15,9,,67,63
Defender,213938,D. Biraschi,15,9,16,7,12,,66,60
Defender,215565,M. Miazga,10,7,14,7,15,,67,62
Defender,215569,Unai García,12,13,9,8,9,,72,62
Defender,215604,C. Brunner,8,7,10,10,15,,68,59
Forward,217731,Sandro,12,16,10,6,8,,68,59
Midfielder,211354,M. Benassi,11,7,5,12,14,,75,73
Midfielder,219571,Camarasa,14,9,11,11,8,,73,71
Defender,219680,C. Hountondji,6,11,10,15,15,,68,58
Defender,219688,Marcos Mauro,16,11,9,11,12,,73,62
Midfielder,219984,M. Aramu,8,6,12,7,15,,72,68
Midfielder,221797,E. Thommy,6,11,16,8,15,,70,62
Defender,200408,B. Gibson,12,8,16,16,11,,66,57
Defender,211826,R. Czichos,8,7,14,11,9,,64,67
Midfielder,221860,C. Gruezo,9,10,12,12,11,,72,69
Midfielder,210868,José Mari,8,14,12,6,14,,72,67
Defender,206222,Bigas,15,14,9,13,11,,72,60
Midfielder,202135,S. Sturaro,15,10,5,14,11,,74,72
Defender,202151,K. Stafylidis,11,7,15,10,14,,71,72
Forward,203889,Y. Touzghar,14,14,7,15,12,,67,57
Midfielder,204233,C. Musonda,6,6,7,8,9,,72,67
Midfielder,204830,Vadillo,6,7,13,10,7,,66,61
Midfielder,206085,J. Murphy,13,16,13,10,6,,67,60
Defender,205934,N. Murru,5,5,5,5,5,,68,61
Midfielder,206463,J. Dudziak,13,12,6,7,13,,73,72
Midfielder,206506,T. Dingomé,6,11,11,11,10,,74,71
Defender,208335,L. Kübler,12,14,11,8,8,,66,53
Defender,208459,M. Dijks,11,9,12,13,13,,71,69
Defender,209937,Quini,14,13,7,14,9,,71,57
Defender,210320,I. Mbaye,15,7,6,10,9,,69,64
Midfielder,210450,A. Touré,8,15,9,9,7,,64,70
Midfielder,239441,Jordi Mboula,7,9,14,10,15,,65,59
Forward,237631,L. Mothiba,14,14,11,7,10,,66,53
