Positions,sofifa_id,short_name,Physic,Defending,Reactions,Aggression,Interceptions,Positioning,Composure,MarkingAwareness,StandingTackle,SlidingTackle,Jumping,Strength
Forward,254320,Jorge Padilla,58.0,32.0,61,46,12,65,70,32,35,32,82,56
Midfielder,253130,Robert Navarro,63.0,33.0,69,57,35,70,68,24,34,38,62,63
Forward,253416,Raúl García,56.0,24.0,51,60,15,69,54,19,17,28,55,66
Midfielder,253473,S. Ricci,64.0,62.0,65,61,63,51,69,63,63,62,63,60
Forward,254849,Y. Badji,71.0,29.0,63,63,28,62,58,26,21,18,67,76
Midfielder,254566,P. Wimmer,71.0,44.0,56,60,44,58,63,48,39,45,75,71
Midfielder,254579,L. Da Cunha,55.0,34.0,60,50,32,61,66,26,38,32,57,53
Forward,254692,E. Colley,51.0,21.0,61,37,18,63,57,18,14,17,63,54
Midfielder,252259,E. Millot,44.0,52.0,64,57,57,63,66,49,55,47,37,37
Forward,252865,Iker Losada,52.0,34.0,64,44,46,62,48,43,15,16,69,59
Defender,251751,S. Agouzoul,67.0,67.0,65,64,69,41,68,66,68,66,68,75
Midfielder,252027,A. Vranckx,73.0,60.0,63,74,58,66,68,57,66,61,70,73
Midfielder,244694,C. Sabaly,40.0,18.0,56,31,19,67,55,16,11,19,54,31
Forward,251916,P. Yade,64.0,29.0,52,54,22,63,61,27,24,29,50,74
Midfielder,255934,J. Onana,76.0,63.0,63,69,66,52,60,59,67,59,62,83
Defender,251547,D. Schnegg,74.0,63.0,56,65,62,56,57,64,64,68,37,79
Midfielder,250959,A. Stiller,63.0,60.0,58,61,55,59,67,57,66,62,70,57
Midfielder,248661,C. Niasse,70.0,64.0,64,66,65,50,62,60,69,65,58,73
Forward,248385,R. Piccoli,64.0,34.0,70,58,25,72,62,23,38,34,60,69
Defender,246282,Salva Ferrer,70.0,65.0,61,66,65,50,56,66,66,65,67,72
Goalkeeper,255151,S. Ngapandouetnbu,,,40,18,6,5,28,6,10,13,59,55
Forward,264325,M. Satriano,65.0,29.0,64,50,18,68,62,27,24,26,74,72
Midfielder,256516,Nico Williams,54.0,21.0,51,29,12,64,68,16,16,17,66,62
Defender,259173,Víctor Chust,66.0,69.0,63,62,69,21,48,68,73,70,75,72
Midfielder,263941,Chapela,49.0,30.0,59,40,30,67,59,29,22,21,56,55
Defender,262498,Álex Petxa,67.0,62.0,62,63,58,59,47,62,65,64,65,62
Defender,261647,A. Omobamidele,68.0,68.0,54,53,66,21,50,69,70,68,79,76
Midfielder,260158,T. Lacoux,59.0,64.0,65,62,65,59,65,62,66,61,64,50
Defender,260105,R. Drăgușin,71.0,67.0,63,58,64,24,58,60,75,73,72,77
Defender,259569,M. John,52.0,58.0,66,47,63,44,57,60,61,57,54,47
Goalkeeper,259532,Joan García,,,65,24,13,6,50,7,13,14,67,55
Forward,259406,S. Muñoz,65.0,25.0,65,40,21,71,62,21,21,20,65,73
Goalkeeper,259065,Arnau Tenas,,,64,23,7,7,22,6,13,15,64,38
Midfielder,257111,J. Le Douaron,74.0,49.0,66,69,51,64,58,44,48,41,68,78
Midfielder,258922,Marvin,48.0,19.0,52,30,14,62,59,12,21,22,51,53
Defender,258893,S. Čestić,72.0,68.0,60,69,66,19,52,67,71,67,72,78
Forward,258444,E. Guessand,68.0,23.0,58,56,15,68,66,17,21,18,59,77
Forward,257612,S. Mara,65.0,26.0,64,49,22,68,65,18,23,19,79,71
Midfielder,257540,A. Knauff,51.0,35.0,60,40,37,59,58,39,29,38,60,48
Midfielder,257320,A. Moueffek,61.0,66.0,66,70,64,64,67,66,68,66,55,60
Forward,257190,D. Abiama,62.0,22.0,65,39,17,69,61,24,14,16,62,68
Midfielder,257118,I. Kebbal,40.0,24.0,53,43,17,59,56,32,20,21,56,31
Midfielder,244753,J. Keita,44.0,32.0,62,47,29,56,66,32,31,34,55,33
Defender,241445,A. Sissoko,63.0,64.0,61,71,62,48,62,63,66,66,56,59
Forward,244288,A. Idah,66.0,22.0,63,53,17,68,64,18,17,11,66,74
Midfielder,235242,D. Heymans,68.0,55.0,66,65,62,71,68,42,59,52,60,68
Forward,234683,A. Zeqiri,66.0,22.0,62,49,18,66,59,22,12,18,70,71
Defender,228997,C. Goode,77.0,66.0,60,69,66,38,60,67,66,66,74,82
Midfielder,228821,Z. Machach,71.0,43.0,61,75,49,61,68,20,51,57,64,70
Forward,227638,S. Abdullahi,76.0,20.0,55,74,17,68,61,14,18,12,64,90
Forward,225713,J. Augustin,51.0,30.0,60,47,22,75,62,36,24,17,62,62
Midfielder,220491,E. Gyasi,64.0,20.0,59,51,17,57,62,25,11,11,58,69
Midfielder,215810,C. Lombardi,50.0,29.0,58,38,27,64,59,28,25,23,59,62
Midfielder,213375,A. Vacca,70.0,59.0,65,69,65,60,68,60,62,53,65,63
Defender,213323,S. Decarli,70.0,67.0,61,66,71,35,66,62,68,67,64,76
Midfielder,210548,L. Capezzi,59.0,59.0,66,70,63,68,72,58,58,54,61,52
Goalkeeper,209957,J. Busk,,,66,20,29,12,26,14,12,14,56,64
Midfielder,206109,Y. Chibsah,74.0,64.0,66,71,64,62,66,61,67,64,65,73
Defender,198903,R. Aya,71.0,66.0,64,72,64,44,65,66,68,66,71,72
Defender,190530,T. Fontaine,74.0,65.0,66,64,68,40,61,63,65,65,80,82
Goalkeeper,171490,S. Aresti,,,63,15,20,11,51,17,18,14,67,53
Goalkeeper,163201,M. McGovern,,,60,18,23,16,30,9,17,12,52,49
Goalkeeper,157804,S. Carson,,,62,23,19,11,38,10,15,20,72,70
Goalkeeper,135587,N. Mäenpää,,,66,32,16,15,39,15,9,12,50,62
Defender,243944,N. Lozano,75.0,65.0,60,73,61,38,54,62,67,66,73,82
Midfielder,234891,N. Seufert,60.0,61.0,67,48,57,55,69,63,64,55,66,57
Goalkeeper,173165,N. Ravaglia,,,65,19,15,6,49,16,9,10,33,55
Midfielder,235942,F. Cassata,57.0,54.0,69,77,47,57,57,62,59,50,33,48
Goalkeeper,241179,Cristian Rivero,,,62,24,15,6,47,14,10,11,65,55
Forward,237509,B. Lasme,71.0,24.0,58,32,14,63,57,34,12,17,63,90
Midfielder,243642,W. Tchimbembé,59.0,58.0,62,51,62,61,60,49,67,67,36,60
Midfielder,242999,Álex Collado,39.0,56.0,66,48,53,62,67,59,56,57,43,38
Midfielder,242908,J. Clarke,53.0,25.0,62,42,24,60,62,22,20,18,61,56
Midfielder,242332,G. Busio,65.0,59.0,66,64,54,66,68,58,67,49,79,59
Defender,241999,J. Billong,77.0,67.0,62,70,61,28,59,66,72,71,71,87
Midfielder,241689,R. Massimo,59.0,53.0,58,52,44,57,55,59,52,49,65,56
Forward,241266,W. Geubbels,53.0,26.0,63,36,21,66,63,27,21,19,63,61
Midfielder,242964,A. Gordon,55.0,31.0,59,54,28,62,62,32,28,25,55,51
Goalkeeper,240913,C. Kelleher,,,63,21,12,4,40,18,10,14,68,54
Defender,239635,K. Fila,68.0,61.0,60,58,63,56,48,59,65,60,55,70
Defender,239614,Areso,66.0,61.0,62,54,60,49,55,56,65,64,73,69
Defender,239363,K. Dabila,67.0,69.0,60,67,69,27,62,67,71,70,69,69
Midfielder,239249,Oriol Busquets,67.0,64.0,64,61,67,41,70,64,63,61,55,69
Defender,238446,Tachi,58.0,68.0,60,66,64,23,52,63,71,70,68,65
Midfielder,238379,N. Nartey,70.0,62.0,70,67,59,62,65,64,65,59,74,69
Goalkeeper,240751,G. Poussin,,,57,21,10,7,51,7,12,14,58,59
Defender,238157,M. Roerslev,65.0,60.0,63,60,60,60,64,63,63,57,73,64
Midfielder,247599,L. Leroy,69.0,57.0,61,55,57,59,65,55,58,57,62,73
Defender,256788,I. Boura,58.0,62.0,62,62,61,58,56,57,69,66,66,54
Forward,256476,M. Cho,49.0,24.0,58,27,20,62,56,23,17,16,62,58
Defender,252802,W. Singo,59.0,62.0,60,54,61,50,46,52,70,68,64,65
Midfielder,252025,K. Koindredi,65.0,45.0,65,57,49,62,70,39,43,48,64,70
Midfielder,250779,M. Svoboda,77.0,65.0,60,70,64,45,62,65,66,62,52,86
Defender,247649,J. Branthwaite,64.0,66.0,61,64,65,25,51,62,70,66,73,67
Midfielder,245855,D. Chambost,65.0,52.0,60,56,55,61,68,47,57,42,60,67
Forward,247335,W. Isidor,57.0,21.0,64,42,18,67,68,17,12,18,64,66
Defender,246126,C. Mola,61.0,62.0,62,58,66,58,46,58,68,59,60,64
Forward,246053,J. Gelhardt,63.0,27.0,63,54,19,64,63,30,23,18,53,68
Forward,245461,F. Colidio,44.0,25.0,63,34,19,66,59,21,21,16,66,39
Midfielder,245367,X. Simons,60.0,57.0,63,72,61,67,70,56,64,52,56,55
Defender,257406,F. Doucouré,56.0,61.0,56,56,62,51,47,57,64,66,66,50
Midfielder,245277,K. Michael,58.0,52.0,64,48,48,68,60,55,49,49,75,53
Midfielder,257318,K. Ruiz-Atil,41.0,44.0,59,40,29,60,69,43,55,53,50,32
Midfielder,263489,D. Peretz,62.0,63.0,60,64,65,55,67,60,65,63,57,65
Midfielder,258359,Martín Calderón,61.0,63.0,59,65,63,51,69,63,66,68,57,63
Defender,259307,M. Gusto,66.0,59.0,62,64,58,57,66,56,63,64,69,66
Midfielder,259331,M. Portanova,60.0,52.0,61,54,53,72,65,45,57,55,54,67
Forward,260044,Lautaro,57.0,20.0,60,35,15,62,47,13,16,13,62,68
Defender,260082,Jesús Vázquez,63.0,61.0,65,57,58,52,57,59,65,66,57,66
Defender,261865,Miguel,58.0,64.0,66,46,64,48,48,62,67,66,57,58
Midfielder,262053,Kayky,45.0,28.0,49,31,22,61,58,24,30,31,46,43
Midfielder,262091,E. Darboe,60.0,63.0,67,66,63,56,60,61,65,65,63,51
Defender,262140,Carlos Domínguez,59.0,68.0,64,69,67,40,48,65,71,69,74,55
Defender,263578,Álex Balde,48.0,62.0,62,38,64,40,47,65,61,60,34,46
Midfielder,263617,Beñat Prados,52.0,60.0,61,48,63,60,71,67,64,45,51,49
Midfielder,263825,A. Burlamaqui,57.0,60.0,59,67,62,46,58,60,64,65,55,52
Midfielder,264240,Gavi,48.0,50.0,64,54,58,59,68,49,53,44,48,44
Forward,264422,M. Abline,48.0,23.0,61,33,14,64,53,20,22,18,59,49
Goalkeeper,244364,Gabriel Brazão,,,63,18,11,7,30,12,11,11,37,73
Forward,244601,S. van Hooijdonk,67.0,26.0,57,57,17,63,55,27,22,17,70,72
Goalkeeper,242242,S. Cibois,,,59,20,15,10,48,8,11,10,59,65
Goalkeeper,244340,R. Vodišek,,,62,17,11,6,50,8,14,13,62,62
Defender,219956,P. Ceccaroni,66.0,67.0,62,62,66,38,65,70,67,64,62,67
Forward,235554,I. Sacko,58.0,40.0,58,47,34,63,64,30,46,39,58,63
Goalkeeper,235266,C. Früchtl,,,49,26,11,6,22,16,10,13,40,63
Defender,235261,L. Bogdan,68.0,67.0,47,64,64,30,60,65,69,69,74,79
Midfielder,233794,S. Edera,35.0,39.0,60,39,18,62,56,56,32,34,45,32
Defender,229107,N. De Medina,67.0,65.0,62,69,61,18,52,62,68,67,71,71
Goalkeeper,225395,Ezkieta,,,65,25,20,15,33,13,17,15,57,64
Goalkeeper,210366,N. Lomb,,,64,27,17,5,37,16,12,16,65,68
Defender,236400,D. Gudelj,49.0,63.0,64,60,68,56,47,64,67,56,61,39
Forward,199053,R. Bocalon,64.0,37.0,61,46,44,75,68,23,40,26,72,66
Forward,192840,M. Đurić,77.0,32.0,69,59,30,68,65,28,24,20,66,92
Forward,191068,G. Zigoni,71.0,37.0,59,48,30,68,65,30,40,32,81,83
Midfielder,189730,F. Di Tacchio,86.0,64.0,65,70,68,59,63,60,69,64,79,91
Goalkeeper,188836,J. Steele,,,59,39,11,13,52,10,18,14,56,55
Midfielder,243393,T. Richards,66.0,51.0,61,56,50,63,68,53,54,49,53,67
Goalkeeper,236378,A. Plizzari,,,47,16,13,6,53,16,20,13,63,54
Goalkeeper,183513,J. Grahl,,,64,33,23,13,55,20,13,12,58,79
Defender,236914,Álex Martín,66.0,66.0,60,62,63,13,55,65,70,65,70,72
Midfielder,240697,S. Baptiste,65.0,64.0,67,61,65,59,62,63,65,61,63,68
Midfielder,237328,N. Tella,54.0,31.0,62,50,25,65,57,30,34,27,51,49
Defender,243156,Álvaro García,68.0,66.0,64,70,66,60,63,65,68,64,60,69
Defender,242907,B. Reynolds,63.0,62.0,67,52,62,50,53,62,65,56,63,63
Defender,241494,M. Jenz,76.0,66.0,54,63,62,25,57,65,70,67,73,84
Defender,240997,Kike Hermoso,63.0,68.0,57,56,67,33,50,68,68,69,79,71
Midfielder,240860,José Lara,39.0,33.0,58,42,31,58,49,28,36,28,44,35
Midfielder,243312,Pablo Martínez,60.0,58.0,62,49,56,63,62,55,62,58,65,59
Defender,240453,S. Niakaté,78.0,65.0,58,71,65,32,56,63,66,65,81,79
Defender,238749,M. Nadé,76.0,67.0,63,70,66,38,62,65,70,66,69,91
Forward,238656,S. Tigges,79.0,42.0,65,72,38,67,63,39,42,33,57,86
Midfielder,238282,M. Coulibaly,72.0,64.0,68,70,68,64,66,64,64,61,73,73
Midfielder,237916,W. Smallbone,46.0,57.0,66,46,59,64,67,55,62,53,59,41
Defender,239770,N. Casale,71.0,65.0,64,69,65,51,54,65,66,64,67,76
Defender,252573,A. Terzić,59.0,63.0,59,61,61,50,48,62,66,67,60,55
Defender,255406,Javi Castro,69.0,65.0,58,68,61,27,48,66,68,64,70,68
Midfielder,255140,Pablo Gozálbez,54.0,49.0,49,54,52,64,52,50,43,44,61,52
Midfielder,255015,M. Rivera,43.0,37.0,62,45,38,63,63,34,39,29,43,37
Forward,253407,S. Greenwood,56.0,33.0,61,38,28,62,62,37,29,24,62,59
Forward,253396,G. Simeone,69.0,25.0,51,70,23,64,57,18,20,23,73,74
Defender,252964,G. Zappa,56.0,60.0,60,50,58,58,54,60,65,62,54,52
Midfielder,251572,C. Boli,44.0,45.0,62,44,46,60,65,43,48,46,34,45
Midfielder,251974,H. Mbock,66.0,60.0,60,64,59,57,58,57,64,62,59,72
Forward,251198,E. Simms,68.0,25.0,62,63,21,65,65,19,24,19,62,72
Midfielder,247721,T. Raschl,64.0,55.0,66,61,60,57,65,56,54,59,64,62
Defender,246763,K. Hoever,61.0,62.0,60,64,63,43,69,62,65,59,71,62
Midfielder,246683,L. Agoumé,66.0,55.0,63,58,60,66,67,46,61,52,57,66
Defender,256097,Javi López,66.0,62.0,61,60,64,47,51,62,63,62,56,66
Goalkeeper,245865,S. Bajic,,,58,21,10,5,25,5,12,9,55,41
Defender,255854,Pacheco,65.0,65.0,55,61,63,32,52,62,68,65,76,69
Defender,258768,Iván Bravo,57.0,61.0,58,55,59,44,52,58,67,65,56,50
Midfielder,256118,Y. Keitel,66.0,62.0,61,63,59,47,58,55,70,66,82,69
Forward,256731,J. Krasso,59.0,19.0,62,33,12,65,54,16,14,17,70,70
Midfielder,257470,A. Elanga,51.0,29.0,61,42,27,65,62,23,29,24,43,51
Goalkeeper,258466,Leo Román,,,60,22,11,10,40,12,13,12,61,61
Goalkeeper,258534,Diego Conde,,,63,21,14,11,43,14,9,13,66,62
Midfielder,258536,Cedric Teguía,74.0,54.0,60,70,59,59,61,52,51,54,75,74
Midfielder,258923,Arribas,51.0,33.0,65,44,21,54,63,33,36,41,58,51
Defender,259088,A. Medioub,72.0,65.0,48,69,59,23,45,63,71,66,70,80
Midfielder,259139,David Costa,40.0,27.0,54,43,23,55,65,22,30,35,45,41
Defender,260658,C. Wooh,73.0,63.0,59,63,62,44,63,58,66,62,73,80
Midfielder,261249,É. Michut,49.0,56.0,62,60,61,58,70,55,60,51,45,45
Defender,262138,C. Lukeba,65.0,64.0,63,65,63,42,66,62,67,64,76,68
Midfielder,262333,Y. Kallon,60.0,22.0,57,51,12,60,63,18,20,19,59,60
Midfielder,263582,M. Peart-Harris,59.0,41.0,54,46,31,60,67,43,41,39,65,64
Midfielder,245023,P. Mićin,50.0,34.0,59,41,31,60,60,35,31,29,54,60
Forward,245637,G. Rutter,59.0,23.0,55,32,12,59,52,17,22,17,69,69
Midfielder,259584,M. Ruggeri,63.0,64.0,66,65,62,64,55,64,64,63,56,61
Forward,244921,Sergio Moreno,52.0,19.0,67,32,15,67,59,13,14,19,65,58
Defender,219661,P. Jaroszyński,68.0,65.0,64,70,67,34,60,63,66,65,66,68
Goalkeeper,235633,Y. Diouf,,,54,26,15,6,44,12,11,16,62,52
Midfielder,235108,Léo Sena,64.0,60.0,55,55,51,55,76,62,65,61,62,65
Defender,230676,R. Pirrello,70.0,65.0,60,64,63,38,55,65,64,64,69,74
Defender,228869,Camus,66.0,62.0,59,66,62,44,50,64,58,63,68,65
Forward,223537,E. Berggreen,70.0,30.0,66,60,26,68,62,25,26,22,68,84
Goalkeeper,223082,W. Norris,,,61,20,21,13,49,9,16,17,58,60
Midfielder,216255,M. Stefaniak,58.0,29.0,57,41,27,60,57,30,25,26,69,60
Forward,236940,Darío Poveda,51.0,25.0,59,35,14,65,54,19,22,23,65,62
Goalkeeper,53739,L. Grant,,,60,42,26,14,54,20,13,19,70,71
Midfielder,216237,K. Azamoum,66.0,59.0,67,64,65,59,62,55,65,60,64,71
Midfielder,204468,T. Weilandt,60.0,39.0,60,33,38,60,62,36,41,30,34,66
Goalkeeper,203824,R. Matthews,,,58,24,15,7,34,12,15,17,64,66
Midfielder,203249,J. Valencia,53.0,42.0,62,54,46,63,57,39,44,39,77,47
Defender,244919,Martín,59.0,66.0,60,60,66,28,49,64,67,64,79,59
Goalkeeper,236028,Javi Díaz,,,60,23,17,16,32,15,11,14,68,47
Goalkeeper,116314,D. Martin,,,64,28,15,13,60,15,12,12,60,70
Midfielder,237335,G. Kastanos,60.0,28.0,58,52,28,60,61,25,27,30,37,68
Defender,243241,A. Buongiorno,66.0,65.0,65,60,63,37,55,67,66,66,66,70
Goalkeeper,238186,M. Bułka,,,59,25,11,8,42,15,10,14,43,70
Midfielder,244114,B. Mendy,72.0,66.0,57,62,63,33,56,66,69,65,70,84
Midfielder,244097,T. Bonga,71.0,32.0,62,51,20,63,55,37,29,19,72,79
Midfielder,244024,O. Batista Meier,44.0,29.0,61,34,19,57,56,36,27,27,60,38
Midfielder,243604,Juan Cruz,39.0,34.0,53,43,39,64,62,32,31,35,44,36
Defender,243353,B. Mumba,55.0,62.0,62,61,60,62,62,66,64,60,63,49
Midfielder,244509,D. Jastrzembski,57.0,35.0,58,45,13,57,55,42,40,22,70,58
Defender,241479,Mario Hernández,66.0,65.0,62,60,63,23,48,65,67,66,71,71
Midfielder,240941,L. Pintor,53.0,27.0,47,34,19,64,55,24,28,18,60,58
Midfielder,240319,T. Tillman,62.0,35.0,64,34,46,58,54,28,33,34,70,68
Goalkeeper,240212,D. Petković,,,53,21,6,6,54,9,12,10,34,73
Defender,241007,E. Ebosse,68.0,62.0,53,58,60,50,50,59,66,62,74,71
Defender,239259,R. Bushiri,77.0,63.0,60,72,60,24,55,63,64,62,68,88
Defender,258034,Toni Herrero,58.0,57.0,57,54,54,58,54,53,60,61,67,53
Forward,259031,L. Delap,66.0,24.0,56,64,17,60,53,19,21,15,60,70
Midfielder,258966,A. Cambiaso,52.0,65.0,55,58,63,57,59,65,69,67,55,46
Midfielder,258937,Aimar Oroz,58.0,52.0,57,53,55,58,62,52,56,38,57,54
Defender,258625,A. Barry,69.0,65.0,60,54,63,27,59,59,70,68,82,76
Midfielder,258037,Álex Blesa,52.0,48.0,59,44,48,55,62,49,49,47,54,49
Midfielder,257396,B. Domingues,46.0,33.0,46,33,23,62,56,28,38,36,49,46
Midfielder,257534,C. Palmer,54.0,45.0,56,50,40,57,63,48,47,46,56,54
Forward,257399,W. Faghir,66.0,22.0,62,33,19,63,60,15,21,16,79,79
Midfielder,257349,R. Ladinetti,57.0,54.0,56,52,55,57,62,52,58,56,59,60
Defender,257110,Fran González,76.0,61.0,59,77,55,29,55,60,68,65,70,78
Midfielder,257075,P. Nebel,48.0,27.0,47,37,21,52,57,23,32,27,55,49
Midfielder,259205,N. Ahamada,61.0,56.0,58,67,55,56,65,50,63,58,66,58
Defender,256666,Y. Mosquera,69.0,64.0,62,59,65,28,44,63,65,63,73,73
Midfielder,259190,D. Lopy,71.0,60.0,58,65,59,57,61,56,60,63,73,75
Midfielder,263945,Alberto Moreno,55.0,52.0,59,54,57,58,62,47,56,52,66,53
Midfielder,259582,Isma Ruiz,56.0,60.0,65,67,61,51,45,58,64,64,61,52
Defender,259583,D. Udogie,64.0,60.0,56,60,62,54,45,56,63,61,61,68
Midfielder,259679,J. Braaf,64.0,40.0,63,59,40,61,59,43,37,32,65,63
Midfielder,261680,Gori,59.0,57.0,63,63,57,60,65,60,58,57,60,53
Midfielder,262137,H. Keïta,54.0,53.0,62,60,57,62,64,46,58,47,61,54
Forward,262652,L. Joseph,51.0,19.0,56,32,11,63,58,14,13,17,63,55
Midfielder,263943,Javi Serrano,63.0,59.0,59,71,63,53,55,57,60,62,67,62
Defender,264008,W. Kechrida,58.0,63.0,55,60,57,54,53,56,75,72,55,57
Defender,264044,M. Viti,64.0,67.0,59,54,63,29,56,62,72,69,68,67
Defender,264105,Pep Gayà,72.0,64.0,56,64,61,33,52,64,65,64,70,75
Defender,264158,Diego Moreno,62.0,60.0,55,60,61,54,61,57,64,60,62,56
Midfielder,264322,M. Saban,46.0,35.0,57,47,31,60,60,30,37,35,46,44
Defender,264406,L. Spatz,65.0,64.0,55,60,58,30,50,65,67,62,70,69
Goalkeeper,264430,Christian Gómez,,,58,20,12,9,39,11,10,12,64,58
Defender,256404,Jorge Silva,57.0,67.0,55,60,60,29,50,64,74,72,75,54
Defender,256544,M. Bogarde,62.0,66.0,58,61,69,25,66,67,68,68,72,58
Midfielder,256115,L. Samardžić,53.0,29.0,52,44,25,52,57,37,24,22,52,61
Goalkeeper,231474,João Costa,,,63,19,13,10,36,14,13,14,57,58
Forward,242965,F. Hornby,72.0,24.0,61,65,16,62,58,19,21,19,67,83
Goalkeeper,52326,E. Jakupović,,,59,45,24,11,62,14,12,11,65,59
Defender,254787,Pepe Sánchez,65.0,62.0,52,64,60,50,59,58,65,64,69,67
Goalkeeper,118794,A. Lonergan,,,63,28,12,8,30,14,15,14,66,56
Midfielder,177404,S. Fürstner,67.0,63.0,61,65,62,60,70,64,65,59,71,68
Goalkeeper,198132,D. Oberhauser,,,52,16,25,11,43,12,13,12,62,43
Forward,208129,S. Novothny,70.0,27.0,60,66,21,67,60,26,15,26,75,79
Goalkeeper,210676,W. Falcone,,,47,15,8,5,44,6,11,16,43,62
Defender,223306,J. Jach,75.0,62.0,59,67,61,43,54,60,62,63,76,81
Midfielder,229743,A. Deiola,68.0,60.0,65,74,55,66,62,64,65,55,54,72
Defender,233051,L. Bolton,63.0,59.0,56,65,59,58,52,59,63,53,84,61
Midfielder,235521,Carbonell,61.0,63.0,63,66,63,57,54,62,65,62,56,57
Goalkeeper,237935,K. Klaesson,,,59,30,11,5,43,10,14,13,65,57
Defender,240777,L. Ranieri,52.0,68.0,60,66,67,50,52,65,72,71,60,48
Midfielder,241462,R. Guerra,59.0,63.0,65,62,63,56,53,62,67,61,62,65
Midfielder,240906,B. Adekanye,50.0,30.0,59,45,21,60,58,25,35,30,52,53
Goalkeeper,244120,S. Rénot,,,56,27,17,10,49,12,14,13,57,60
Midfielder,250790,A. Traoré,61.0,22.0,59,49,19,61,60,13,21,17,68,64
Defender,254123,Migue,64.0,60.0,59,70,58,57,52,61,63,62,61,61
Defender,253465,T. Mengi,68.0,63.0,64,66,65,41,61,64,63,57,71,72
Midfielder,252936,A. Flips,51.0,41.0,55,40,28,61,61,39,49,44,47,55
Midfielder,251912,Z. Ould Khaled,68.0,61.0,58,65,58,56,51,60,64,62,58,73
Midfielder,251757,Javi Gómez,47.0,28.0,53,35,20,60,61,34,28,22,59,47
Defender,245290,De La Fuente,63.0,64.0,61,70,64,34,60,62,65,64,69,69
Midfielder,250822,B. Fadiga,53.0,59.0,65,65,61,58,62,55,63,56,55,40
Defender,250955,J. Stanišić,60.0,64.0,58,57,63,38,48,63,66,63,54,63
Midfielder,248574,B. Benkhedim,44.0,41.0,53,49,37,61,63,42,39,48,46,35
Forward,247463,F. Balogun,60.0,21.0,64,49,18,66,60,18,15,16,54,64
Midfielder,246402,M. Bidstrup,63.0,61.0,60,62,58,52,64,61,64,58,49,63
Defender,246061,A. Solano,57.0,61.0,62,62,63,47,60,60,62,64,62,53
Forward,245639,André Anderson,49.0,25.0,55,35,15,65,55,30,20,15,51,47
Midfielder,261374,L. Bate,57.0,54.0,57,58,53,47,64,56,57,56,49,53
Defender,260159,L. Mouyokolo,76.0,61.0,53,67,63,30,52,53,66,65,70,86
Forward,261025,D. Scarlett,56.0,20.0,57,57,13,65,51,17,16,16,76,56
Forward,260926,K. Schade,55.0,23.0,57,36,23,62,45,17,21,19,63,64
Midfielder,260814,E. Sevikyan,55.0,31.0,60,39,29,58,56,35,27,24,54,59
Defender,260692,Iker Recio,70.0,62.0,54,60,62,37,52,55,65,68,70,73
Forward,260340,Svensson,58.0,30.0,55,55,30,62,55,29,25,20,65,55
Goalkeeper,258485,F. Jörgensen,,,35,20,9,7,27,7,7,9,59,59
Midfielder,259806,F. Da Silva,57.0,49.0,60,48,48,52,64,49,50,49,55,60
Forward,259747,I. Diabate,67.0,18.0,58,45,11,65,59,13,14,13,68,74
Goalkeeper,259580,Ángel Jiménez,,,48,20,12,5,33,7,12,9,45,54
Midfielder,259422,Nico Serrano,48.0,18.0,54,33,17,53,58,11,18,16,60,52
Midfielder,259405,Zarzana,49.0,22.0,51,30,20,52,46,24,16,18,50,54
Midfielder,259356,C. Chukwuemeka,57.0,44.0,56,58,33,60,65,43,49,54,50,61
Defender,262042,M. Estève,68.0,62.0,57,58,59,28,54,58,68,63,63,80
Defender,261654,O. El Hilali,59.0,59.0,60,63,60,45,45,59,60,60,55,53
Forward,264451,E. Vergani,54.0,21.0,55,37,16,53,52,14,18,17,50,60
Midfielder,262113,N. Zalewski,48.0,42.0,57,51,31,55,63,46,43,46,57,44
Midfielder,262260,Mini,54.0,62.0,65,70,64,52,55,61,64,65,64,48
Defender,262663,K. Ezekwem,67.0,62.0,57,60,58,29,44,63,65,62,72,76
Midfielder,262672,N. Weißhaupt,44.0,32.0,55,45,30,60,49,27,35,35,47,41
Defender,262889,A. Garcia MacNulty,68.0,64.0,56,61,59,29,54,60,69,65,82,71
Midfielder,263014,B. Makouana,49.0,30.0,57,45,29,59,57,25,33,26,67,47
Midfielder,263194,I. Gharbi,40.0,40.0,55,51,40,57,68,37,45,38,49,34
Defender,263281,J. Bongard,68.0,63.0,55,58,63,30,48,57,68,66,53,76
Goalkeeper,263880,Agirrezabala,,,53,22,12,3,24,10,13,12,51,53
Defender,264050,B. Nokoue,67.0,58.0,59,63,57,44,57,56,60,60,62,66
Forward,264081,Pablo Gálvez,63.0,19.0,60,40,14,62,60,15,14,13,64,68
Defender,264103,Torrente,66.0,64.0,49,54,64,27,45,59,67,65,59,75
Midfielder,264110,Llabrés,51.0,31.0,50,31,27,60,56,28,34,32,50,50
Midfielder,264159,Iker Benito,50.0,35.0,57,45,32,60,67,34,35,36,49,49
Goalkeeper,264170,Luis López,,,60,23,12,4,30,7,13,10,55,49
Defender,259171,Lanchi,55.0,59.0,61,49,64,48,46,50,64,61,60,50
Goalkeeper,220833,A. Mandrea,,,58,23,19,15,51,12,19,21,51,61
Forward,258185,Luis Carbonell,43.0,19.0,62,35,17,59,52,16,13,12,58,40
Midfielder,238755,M. Warming,49.0,32.0,60,52,30,59,62,30,30,30,45,45
Defender,245996,K. Fobi,67.0,60.0,57,64,60,60,46,57,64,62,61,67
Defender,244196,D. Thompson,60.0,58.0,58,44,60,48,52,53,63,60,58,63
