sofifa_id,player_url,short_name,long_name,Positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
236838,https://sofifa.com/player/236838/youssef-maleh/220002,Y. Maleh,Youssef Maleh,Midfielder,69,78,3100000.0,19000.0,22,1998-08-22,177,74,110374.0,Fiorentina,Italian Serie A,1.0,SUB,14.0,,2021-01-21,2026.0,27,Italy,,,,Left,3,3,1,Medium/High,Lean (170-185),No,5900000.0,,"Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",68.0,66.0,69.0,73.0,64.0,65.0,69,69,48,75,72,73,78,63,70,75,67,68,75,67,71,68,53,76,65,58,56,68,62,59,67,63,60,69,66,6,15,6,5,6,,66+2,66+2,66+2,69,68,68,68,69,69+2,69+2,69+2,70+2,69+2,69+2,69+2,70+2,70+2,69+2,69+2,69+2,70+2,68+2,64+2,64+2,64+2,68+2,14+2,https://cdn.sofifa.net/players/236/838/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
237640,https://sofifa.com/player/237640/nedim-bajrami/220002,N. Bajrami,Nedim Bajrami,Midfielder,69,80,3100000.0,18000.0,22,1999-02-28,179,68,1746.0,Empoli,Italian Serie A,1.0,CAM,10.0,,2020-09-01,2024.0,47,Switzerland,,,,Right,4,3,1,Medium/Medium,Lean (170-185),No,6200000.0,,,74.0,59.0,67.0,70.0,57.0,64.0,58,56,48,73,51,70,60,47,68,72,73,75,71,64,69,72,63,69,61,56,66,56,67,70,47,66,58,59,61,14,6,10,7,9,,64+2,64+2,64+2,67,68,68,68,67,69+2,69+2,69+2,68+2,68+2,68+2,68+2,68+2,64+2,65+2,65+2,65+2,64+2,63+2,60+2,60+2,60+2,63+2,15+2,https://cdn.sofifa.net/players/237/640/22_120.png,https://cdn.sofifa.net/teams/1746/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ch.png
239439,https://sofifa.com/player/239439/przemyslaw-placheta/220002,P. Płacheta,Przemysław Płacheta,Midfielder,69,77,3100000.0,14000.0,23,1998-03-23,177,72,1792.0,Norwich City,English Premier League,1.0,RES,11.0,,2020-07-27,2024.0,37,Poland,,,,Left,3,3,1,High/Medium,Lean (170-185),No,6800000.0,#Speedster,"Flair, Speed Dribbler (AI)",93.0,60.0,60.0,69.0,39.0,61.0,64,65,37,63,49,66,55,46,47,67,91,94,89,62,85,67,65,90,52,49,46,41,61,63,49,59,38,40,33,13,8,13,7,14,,63+2,63+2,63+2,68,66,66,66,68,65+2,65+2,65+2,68+2,60+2,60+2,60+2,68+2,60+2,52+2,52+2,52+2,60+2,57+2,46+2,46+2,46+2,57+2,16+2,https://cdn.sofifa.net/players/239/439/22_120.png,https://cdn.sofifa.net/teams/1792/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/pl.png
239807,https://sofifa.com/player/239807/davide-frattesi/220002,D. Frattesi,Davide Frattesi,Midfielder,69,81,3400000.0,11000.0,21,1999-09-22,184,74,111974.0,U.S. Sassuolo Calcio,Italian Serie A,1.0,RDM,16.0,,2017-07-13,2025.0,27,Italy,,,,Right,4,3,1,Medium/Medium,Normal (170-185),No,6500000.0,,Long Shot Taker (AI),74.0,68.0,68.0,72.0,61.0,66.0,62,68,58,74,66,72,66,60,68,72,74,74,72,70,70,74,70,75,60,62,67,55,68,68,63,69,60,66,67,5,10,8,11,10,,69+2,69+2,69+2,70,70,70,70,70,70+2,70+2,70+2,70+2,69+2,69+2,69+2,70+2,67+2,67+2,67+2,67+2,67+2,67+2,64+2,64+2,64+2,67+2,16+2,https://cdn.sofifa.net/players/239/807/22_120.png,https://cdn.sofifa.net/teams/111974/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
241489,https://sofifa.com/player/241489/peru-nolaskoain-esnal/220002,Nolaskoain,Peru Nolaskoain Esnal,Midfielder,69,76,2800000.0,10000.0,22,1998-10-25,186,82,448.0,Athletic Club de Bilbao,Spain Primera Division,1.0,SUB,23.0,,2016-07-01,2024.0,45,Spain,,,,Right,3,2,1,Medium/High,Normal (185+),No,6400000.0,,Long Passer (AI),54.0,60.0,65.0,68.0,70.0,70.0,55,66,71,73,48,68,44,45,70,69,54,54,69,65,56,57,72,69,74,56,61,68,65,68,49,70,70,72,66,11,11,7,8,14,,65+2,65+2,65+2,64,65,65,65,64,67+2,67+2,67+2,65+2,69+2,69+2,69+2,65+2,66+2,69+2,69+2,69+2,66+2,66+2,69+2,69+2,69+2,66+2,17+2,https://cdn.sofifa.net/players/241/489/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
241585,https://sofifa.com/player/241585/igor-julio-dos-santos-de-paulo/220002,Igor,Igor Júlio dos Santos de Paulo,Defender,69,78,2900000.0,17000.0,23,1998-02-07,185,84,110374.0,Fiorentina,Italian Serie A,1.0,SUB,98.0,,2021-07-01,2024.0,54,Brazil,,,,Left,2,2,1,Medium/Medium,Normal (185+),No,5500000.0,,,68.0,31.0,49.0,53.0,69.0,75.0,24,22,57,65,27,44,32,25,52,57,69,68,66,60,66,44,70,65,78,36,80,69,48,56,28,62,69,72,69,7,11,9,15,14,,49+2,49+2,49+2,49,51,51,51,49,53+2,53+2,53+2,52+2,57+2,57+2,57+2,52+2,60+2,65+2,65+2,65+2,60+2,63+2,69+2,69+2,69+2,63+2,17+2,https://cdn.sofifa.net/players/241/585/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/br.png
242752,https://sofifa.com/player/242752/nathan-ferguson/220002,N. Ferguson,Nathan Ferguson,Defender,69,77,2900000.0,15000.0,20,2000-10-06,178,70,1799.0,Crystal Palace,English Premier League,1.0,RES,36.0,,2020-07-21,2023.0,14,England,,,,Right,3,2,1,Medium/High,Normal (170-185),Yes,6100000.0,,,64.0,36.0,54.0,64.0,68.0,68.0,58,30,59,66,30,64,30,33,56,67,57,70,50,66,68,49,68,70,69,38,64,69,36,39,45,68,67,70,71,8,9,10,13,11,,52+2,52+2,52+2,55,53,53,53,55,54+2,54+2,54+2,58+2,58+2,58+2,58+2,58+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,67+2,16+2,https://cdn.sofifa.net/players/242/752/22_120.png,https://cdn.sofifa.net/teams/1799/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
243032,https://sofifa.com/player/243032/hugo-duro-perales/220002,Hugo Duro,Hugo Duro Perales,Forward,69,81,3500000.0,10000.0,21,1999-11-10,180,76,461.0,Valencia CF,Spain Primera Division,1.0,RES,19.0,Getafe CF,,2022.0,45,Spain,,,,Left,3,3,1,Medium/Medium,Normal (170-185),No,,,Speed Dribbler (AI),72.0,69.0,44.0,71.0,29.0,58.0,31,74,62,56,64,71,38,27,34,74,72,72,65,66,68,67,71,54,67,65,35,22,69,49,56,63,37,17,20,8,14,6,14,15,,69+2,69+2,69+2,65,67,67,67,65,64+2,64+2,64+2,61+2,54+2,54+2,54+2,61+2,45+2,42+2,42+2,42+2,45+2,43+2,41+2,41+2,41+2,43+2,18+2,https://cdn.sofifa.net/players/243/032/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
243253,https://sofifa.com/player/243253/kevin-agudelo/220002,K. Agudelo,Kevin Andrés Agudelo Ardila,Midfielder,69,77,3100000.0,8000.0,22,1998-11-14,178,70,110741.0,Spezia,Italian Serie A,1.0,SUB,33.0,Genoa,,2022.0,56,Colombia,,,,Left,3,3,1,High/Low,Normal (170-185),No,,,,69.0,61.0,66.0,73.0,53.0,61.0,62,62,48,71,50,73,56,42,67,73,76,64,79,68,81,66,59,68,59,60,58,55,67,70,43,65,53,54,48,15,10,13,14,10,,65+2,65+2,65+2,69,68,68,68,69,70+2,70+2,70+2,69+2,68+2,68+2,68+2,69+2,62+2,62+2,62+2,62+2,62+2,60+2,56+2,56+2,56+2,60+2,18+2,https://cdn.sofifa.net/players/243/253/22_120.png,https://cdn.sofifa.net/teams/110741/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/co.png
243449,https://sofifa.com/player/243449/lucas-perrin/220002,L. Perrin,Lucas Perrin,Defender,69,74,1900000.0,13000.0,22,1998-11-19,187,71,76.0,RC Strasbourg Alsace,French Ligue 1,1.0,LCB,5.0,Olympique de Marseille,,2022.0,18,France,,,,Right,2,2,1,Low/Medium,Lean (185+),Yes,,,,47.0,35.0,49.0,54.0,71.0,69.0,38,28,74,67,18,49,28,30,54,60,46,48,46,65,53,59,71,67,73,30,59,69,23,36,52,61,70,72,67,9,13,13,13,8,,48+2,48+2,48+2,46,47,47,47,46,48+2,48+2,48+2,49+2,54+2,54+2,54+2,49+2,61+2,65+2,65+2,65+2,61+2,63+2,69+2,69+2,69+2,63+2,17+2,https://cdn.sofifa.net/players/243/449/22_120.png,https://cdn.sofifa.net/teams/76/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
243675,https://sofifa.com/player/243675/kjell-scherpen/220002,K. Scherpen,Kjell Scherpen,Goalkeeper,69,81,3000000.0,12000.0,21,2000-01-23,202,85,1808.0,Brighton & Hove Albion,English Premier League,1.0,SUB,16.0,,2021-07-16,2025.0,34,Netherlands,,,,Right,5,1,1,Medium/Medium,Normal (185+),No,6300000.0,,GK Long Throw,,,,,,,11,9,10,26,8,12,12,13,25,17,37,46,37,62,42,50,42,37,69,8,25,7,8,34,12,51,14,11,10,69,66,66,69,70,41.0,25+2,25+2,25+2,22,24,24,24,22,24+2,24+2,24+2,24+2,24+2,24+2,24+2,24+2,22+2,24+2,24+2,24+2,22+2,22+2,23+2,23+2,23+2,22+2,68+2,https://cdn.sofifa.net/players/243/675/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/nl.png
244840,https://sofifa.com/player/244840/lennart-czyborra/220002,L. Czyborra,Lennart Czyborra,Defender,69,76,2700000.0,7000.0,22,1999-05-03,178,72,159.0,DSC Arminia Bielefeld,German 1. Bundesliga,1.0,SUB,6.0,Genoa,,2022.0,21,Germany,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,,,"Early Crosser, Speed Dribbler (AI)",85.0,48.0,60.0,69.0,61.0,66.0,67,32,48,62,30,68,69,66,56,69,86,85,81,64,63,80,60,72,64,57,67,68,62,47,33,64,57,64,62,6,12,9,8,7,,60+2,60+2,60+2,64,62,62,62,64,62+2,62+2,62+2,65+2,61+2,61+2,61+2,65+2,67+2,63+2,63+2,63+2,67+2,67+2,62+2,62+2,62+2,67+2,14+2,https://cdn.sofifa.net/players/244/840/22_120.png,https://cdn.sofifa.net/teams/159/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
245347,https://sofifa.com/player/245347/maximilian-bauer/220002,M. Bauer,Maximilian Bauer,Defender,69,77,2900000.0,8000.0,21,2000-02-09,189,84,165.0,SpVgg Greuther Fürth,German 1. Bundesliga,1.0,RCB,4.0,,2018-08-08,2022.0,21,Germany,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,5800000.0,,,47.0,26.0,47.0,49.0,70.0,71.0,31,22,68,62,31,41,32,24,56,54,53,42,50,68,58,39,77,64,78,21,61,69,22,38,37,53,70,73,69,12,15,12,14,5,,44+2,44+2,44+2,42,43,43,43,42,45+2,45+2,45+2,46+2,52+2,52+2,52+2,46+2,59+2,64+2,64+2,64+2,59+2,61+2,69+2,69+2,69+2,61+2,18+2,https://cdn.sofifa.net/players/245/347/22_120.png,https://cdn.sofifa.net/teams/165/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
245715,https://sofifa.com/player/245715/jamie-shackleton/220002,J. Shackleton,Jamie Shackleton,Midfielder,69,79,3100000.0,23000.0,21,1999-10-08,168,65,8.0,Leeds United,English Premier League,1.0,SUB,46.0,,2017-07-01,2024.0,14,England,,,,Right,3,3,1,High/Medium,Normal (170-),Yes,6500000.0,,"Injury Prone, Early Crosser",80.0,46.0,67.0,73.0,62.0,68.0,66,47,44,74,31,71,48,38,70,71,81,79,83,70,85,46,60,85,60,44,67,67,63,63,33,72,65,64,59,14,14,11,9,11,,59+2,59+2,59+2,68,65,65,65,68,68+2,68+2,68+2,70+2,69+2,69+2,69+2,70+2,70+2,69+2,69+2,69+2,70+2,68+2,63+2,63+2,63+2,68+2,18+2,https://cdn.sofifa.net/players/245/715/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
245894,https://sofifa.com/player/245894/roberto-gonzalez-bayon/220002,Rober,Roberto González Bayón,Midfielder,69,81,3400000.0,8000.0,20,2001-01-06,169,63,449.0,Real Betis Balompié,Spain Primera Division,1.0,RES,27.0,,2017-07-01,2024.0,45,Spain,,,,Left,5,3,1,High/Medium,Lean (170-),No,7800000.0,,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",80.0,66.0,63.0,73.0,26.0,50.0,66,68,49,66,39,74,45,65,60,70,79,80,79,66,76,66,54,59,45,67,51,24,61,63,66,66,20,27,26,13,7,8,12,13,,65+2,65+2,65+2,70,68,68,68,70,68+2,68+2,68+2,68+2,61+2,61+2,61+2,68+2,52+2,47+2,47+2,47+2,52+2,48+2,39+2,39+2,39+2,48+2,17+2,https://cdn.sofifa.net/players/245/894/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
245900,https://sofifa.com/player/245900/luis-binks/220002,L. Binks,Luis Thomas Binks,Defender,69,81,3100000.0,7000.0,19,2001-09-02,188,86,189.0,Bologna,Italian Serie A,1.0,SUB,2.0,,2020-08-16,2024.0,14,England,,,,Left,3,2,1,Low/High,Normal (185+),No,5900000.0,#Strength,,50.0,29.0,49.0,53.0,67.0,80.0,35,23,66,63,28,48,30,33,59,63,54,47,47,62,45,43,73,71,86,26,77,71,24,40,48,53,68,65,65,5,6,10,10,6,,46+2,46+2,46+2,46,46,46,46,46,48+2,48+2,48+2,49+2,55+2,55+2,55+2,49+2,60+2,66+2,66+2,66+2,60+2,61+2,69+2,69+2,69+2,61+2,13+2,https://cdn.sofifa.net/players/245/900/22_120.png,https://cdn.sofifa.net/teams/189/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/gb-eng.png
246044,https://sofifa.com/player/246044/andres-martin-garcia/220002,Andrés Martín,Andrés Martín García,Forward,69,80,3200000.0,8000.0,21,1999-07-11,170,66,480.0,Rayo Vallecano,Spain Primera Division,1.0,SUB,11.0,,2019-07-01,2024.0,45,Spain,,,,Left,5,3,1,Medium/Medium,Lean (170-),No,7700000.0,,Speed Dribbler (AI),78.0,69.0,65.0,69.0,27.0,64.0,65,71,63,72,67,68,55,43,66,69,79,78,75,68,77,68,63,70,66,67,52,23,70,58,61,62,21,25,22,13,10,8,12,8,,69+2,69+2,69+2,70,69,69,69,70,69+2,69+2,69+2,69+2,63+2,63+2,63+2,69+2,52+2,49+2,49+2,49+2,52+2,49+2,42+2,42+2,42+2,49+2,17+2,https://cdn.sofifa.net/players/246/044/22_120.png,https://cdn.sofifa.net/teams/480/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
246139,https://sofifa.com/player/246139/ignacio-pena-sotorres/220002,Iñaki Peña,Ignacio Peña Sotorres,Goalkeeper,69,80,2700000.0,29000.0,22,1999-03-02,184,78,241.0,FC Barcelona,Spain Primera Division,1.0,RES,26.0,,2018-07-01,2023.0,45,Spain,,,,Right,3,1,1,Medium/Medium,Lean (170-185),No,6100000.0,,,,,,,,,10,6,11,26,5,12,12,12,24,21,33,38,49,66,51,52,64,27,54,8,17,6,5,39,17,38,9,10,11,68,66,69,67,71,35.0,24+2,24+2,24+2,22,24,24,24,22,25+2,25+2,25+2,24+2,25+2,25+2,25+2,24+2,21+2,22+2,22+2,22+2,21+2,20+2,21+2,21+2,21+2,20+2,68+2,https://cdn.sofifa.net/players/246/139/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
246387,https://sofifa.com/player/246387/mathias-suarez/220002,M. Suárez,Mathías Sebastián Suárez Suárez,Defender,69,73,1800000.0,10000.0,25,1996-06-24,182,80,70.0,Montpellier Hérault SC,French Ligue 1,1.0,SUB,22.0,,2019-01-02,2023.0,60,Uruguay,,,,Right,4,2,1,Medium/Medium,Lean (170-185),No,3700000.0,,Dives Into Tackles (AI),74.0,43.0,59.0,63.0,65.0,73.0,67,32,64,66,29,61,44,50,58,64,72,76,72,59,69,60,72,73,69,49,81,69,53,44,54,61,66,61,70,13,13,13,7,11,,56+2,56+2,56+2,59,57,57,57,59,57+2,57+2,57+2,61+2,59+2,59+2,59+2,61+2,67+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,67+2,67+2,16+2,https://cdn.sofifa.net/players/246/387/22_120.png,https://cdn.sofifa.net/teams/70/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/uy.png
246918,https://sofifa.com/player/246918/jaume-grau-ciscar/220002,Jaume Grau,Jaume Grau Ciscar,Midfielder,69,78,2900000.0,10000.0,24,1997-05-05,184,78,479.0,CA Osasuna,Spain Primera Division,1.0,RES,12.0,,2019-07-08,2022.0,45,Spain,,,,Left,3,2,1,Medium/Medium,Normal (170-185),No,6700000.0,,,61.0,55.0,68.0,65.0,66.0,62.0,69,49,58,74,49,63,51,40,72,69,54,66,58,68,61,65,58,58,64,61,61,66,59,67,49,68,64,69,70,8,12,10,8,13,,61+2,61+2,61+2,64,63,63,63,64,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,66+2,66+2,17+2,https://cdn.sofifa.net/players/246/918/22_120.png,https://cdn.sofifa.net/teams/479/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
247076,https://sofifa.com/player/247076/christian-oliva/220002,C. Oliva,Christian Gabriel Oliva Giménez,Midfielder,69,73,1900000.0,14000.0,25,1996-06-01,178,75,1842.0,Cagliari,Italian Serie A,1.0,RES,21.0,,2019-01-25,2023.0,60,Uruguay,,,,Right,3,2,1,Low/High,Normal (170-185),No,3400000.0,,,58.0,59.0,68.0,68.0,69.0,66.0,59,51,59,76,43,65,60,47,69,72,60,56,70,72,59,74,53,60,67,69,75,70,58,68,51,64,68,72,68,9,13,5,15,12,,63+2,63+2,63+2,64,65,65,65,64,67+2,67+2,67+2,65+2,69+2,69+2,69+2,65+2,67+2,70+2,70+2,70+2,67+2,67+2,69+2,69+2,69+2,67+2,18+2,https://cdn.sofifa.net/players/247/076/22_120.png,https://cdn.sofifa.net/teams/1842/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/uy.png
247623,https://sofifa.com/player/247623/jeremy-ngakia/220002,J. Ngakia,Jeremy Ngakia,Defender,69,81,3200000.0,15000.0,20,2000-09-07,178,73,1795.0,Watford,English Premier League,1.0,SUB,2.0,,2020-08-14,2024.0,14,England,,,,Right,2,2,1,High/Medium,Lean (170-185),No,6700000.0,,,73.0,28.0,50.0,65.0,67.0,63.0,59,26,57,63,29,67,34,25,48,64,74,73,62,67,73,24,68,66,60,28,63,65,47,32,37,54,67,73,67,13,14,9,13,14,,50+2,50+2,50+2,57,53,53,53,57,54+2,54+2,54+2,59+2,55+2,55+2,55+2,59+2,66+2,63+2,63+2,63+2,66+2,67+2,66+2,66+2,66+2,67+2,19+2,https://cdn.sofifa.net/players/247/623/22_120.png,https://cdn.sofifa.net/teams/1795/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
248808,https://sofifa.com/player/248808/aaron-hickey/220002,A. Hickey,Aaron Hickey,Defender,69,82,3200000.0,7000.0,19,2002-06-10,175,72,189.0,Bologna,Italian Serie A,1.0,LB,3.0,,2020-09-24,2024.0,42,Scotland,,,,Right,5,2,1,High/High,Lean (170-185),No,7400000.0,,"Early Crosser, Long Passer (AI)",69.0,50.0,65.0,67.0,66.0,56.0,68,45,62,65,56,66,62,40,68,68,70,68,68,61,64,56,64,73,51,52,43,60,50,66,48,70,65,72,71,13,14,8,13,5,,57+2,57+2,57+2,62,61,61,61,62,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,67+2,65+2,65+2,65+2,67+2,67+2,63+2,63+2,63+2,67+2,17+2,https://cdn.sofifa.net/players/248/808/22_120.png,https://cdn.sofifa.net/teams/189/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/gb-sct.png
248878,https://sofifa.com/player/248878/luca-kilian/220002,L. Kilian,Luca Jannis Kilian,Defender,69,76,2600000.0,8000.0,21,1999-09-01,192,91,31.0,1. FC Köln,German 1. Bundesliga,1.0,RES,15.0,1. FSV Mainz 05,,2022.0,21,Germany,,,,Right,3,2,1,Medium/Medium,Normal (185+),No,,,,58.0,37.0,56.0,52.0,69.0,72.0,48,36,70,70,29,44,31,35,58,58,62,55,50,70,47,45,61,62,81,33,64,64,33,48,36,69,68,74,63,10,8,11,9,11,,51+2,51+2,51+2,51,50,50,50,51,52+2,52+2,52+2,53+2,57+2,57+2,57+2,53+2,62+2,65+2,65+2,65+2,62+2,64+2,69+2,69+2,69+2,64+2,16+2,https://cdn.sofifa.net/players/248/878/22_120.png,https://cdn.sofifa.net/teams/31/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
250723,https://sofifa.com/player/250723/kouadio-manu-kone/220002,K. Koné,Emmanuel Kouadio Koné,Midfielder,69,82,3300000.0,9000.0,20,2001-05-17,185,80,23.0,Borussia Mönchengladbach,German 1. Bundesliga,1.0,SUB,17.0,,2021-01-21,2025.0,18,France,,,,Right,3,3,1,High/High,Lean (185+),No,7700000.0,,,71.0,57.0,66.0,74.0,63.0,70.0,59,55,61,72,44,77,52,47,65,76,73,70,66,65,61,69,70,73,68,52,71,62,65,70,54,70,56,70,65,11,10,11,9,10,,65+2,65+2,65+2,68,69,69,69,68,69+2,69+2,69+2,69+2,69+2,69+2,69+2,69+2,67+2,68+2,68+2,68+2,67+2,66+2,66+2,66+2,66+2,66+2,16+2,https://cdn.sofifa.net/players/250/723/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/fr.png
251243,https://sofifa.com/player/251243/mateo-klimowicz/220002,M. Klimowicz,Mateo Klimowicz,Forward,69,80,3100000.0,10000.0,20,2000-07-06,179,71,36.0,VfB Stuttgart,German 1. Bundesliga,1.0,LF,31.0,,2019-07-01,2024.0,21,Germany,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,6200000.0,,"Flair, Technical Dribbler (AI)",74.0,58.0,64.0,76.0,31.0,47.0,57,60,33,69,59,78,60,49,63,74,75,74,86,67,78,66,56,60,34,42,59,22,70,69,55,63,35,29,39,11,10,13,6,15,,62+2,62+2,62+2,69,69,69,69,69,70+2,70+2,70+2,69+2,63+2,63+2,63+2,69+2,53+2,50+2,50+2,50+2,53+2,50+2,40+2,40+2,40+2,50+2,17+2,https://cdn.sofifa.net/players/251/243/22_120.png,https://cdn.sofifa.net/teams/36/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
251380,https://sofifa.com/player/251380/lilian-brassier/220002,L. Brassier,Lilian Brassier,Defender,69,76,2600000.0,6000.0,21,1999-11-02,184,78,378.0,Stade Brestois 29,French Ligue 1,1.0,LCB,3.0,,2021-07-01,2025.0,18,France,,,,Left,2,2,1,High/Medium,Normal (170-185),No,5700000.0,,,68.0,36.0,56.0,64.0,68.0,73.0,54,30,70,64,27,63,38,40,54,67,71,66,62,66,56,51,65,70,77,28,69,67,53,53,45,59,69,69,65,8,6,7,9,6,,55+2,55+2,55+2,58,57,57,57,58,58+2,58+2,58+2,60+2,60+2,60+2,60+2,60+2,65+2,66+2,66+2,66+2,65+2,66+2,69+2,69+2,69+2,66+2,14+2,https://cdn.sofifa.net/players/251/380/22_120.png,https://cdn.sofifa.net/teams/378/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/fr.png
252014,https://sofifa.com/player/252014/herbert-bockhorn/220002,H. Bockhorn,Herbert Bockhorn,Midfielder,69,70,1600000.0,11000.0,26,1995-01-31,177,76,160.0,VfL Bochum 1848,German 1. Bundesliga,1.0,SUB,11.0,,2020-07-29,2022.0,146,Uganda,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,3000000.0,,,76.0,60.0,63.0,69.0,64.0,66.0,68,62,59,67,41,68,61,28,64,69,76,76,74,65,83,61,67,76,65,63,57,64,62,60,37,57,64,66,62,7,9,11,15,9,,64+2,64+2,64+2,67,66,66,66,67,66+2,66+2,66+2,68+2,66+2,66+2,66+2,68+2,68+2,65+2,65+2,65+2,68+2,67+2,64+2,64+2,64+2,67+2,16+2,https://cdn.sofifa.net/players/252/014/22_120.png,https://cdn.sofifa.net/teams/160/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/ug.png
252060,https://sofifa.com/player/252060/tommaso-pobega/220002,T. Pobega,Tommaso Pobega,Midfielder,69,80,3100000.0,12000.0,21,1999-07-15,188,78,54.0,Torino F.C.,Italian Serie A,1.0,SUB,4.0,AC Milan,,2022.0,27,Italy,,,,Left,4,3,1,High/Medium,Normal (185+),No,,,Finesse Shot,65.0,67.0,64.0,68.0,65.0,69.0,51,69,65,72,59,66,55,54,69,71,66,64,72,65,70,68,65,73,69,70,66,63,65,66,48,61,65,67,65,6,10,15,13,6,,67+2,67+2,67+2,66,68,68,68,66,68+2,68+2,68+2,66+2,69+2,69+2,69+2,66+2,65+2,68+2,68+2,68+2,65+2,65+2,66+2,66+2,66+2,65+2,15+2,https://cdn.sofifa.net/players/252/060/22_120.png,https://cdn.sofifa.net/teams/54/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
